time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
33,811000;0,1132;-0,0937;0,1094;0,183
33,825000;0,1131;-0,0905;0,1083;0,181
33,833000;0,1199;-0,0848;0,1643;0,220
33,842000;0,1194;-0,0480;0,1020;0,164
33,851000;0,0726;-0,0300;0,1504;0,170
33,861000;0,0714;-0,0268;0,1463;0,165
33,873000;0,0914;0,0046;0,0670;0,113
33,883000;0,1233;0,1053;0,1000;0,190
33,903000;0,1602;0,1458;0,0454;0,221
33,906000;0,1688;0,2072;0,0301;0,269
33,913000;0,1704;0,2201;0,0182;0,279
33,921000;0,0958;0,2274;-0,0141;0,247
33,931000;0,0956;0,2272;-0,0146;0,247
33,941000;0,0499;0,1576;0,0207;0,167
33,953000;-0,0249;0,2080;-0,0600;0,218
33,961000;-0,0015;0,1792;-0,0831;0,198
33,972000;0,0147;0,2458;-0,0126;0,247
33,985000;0,0143;0,2445;-0,0136;0,245
34,009000;0,0592;0,2041;-0,0534;0,219
34,011000;0,1306;0,1688;-0,2051;0,296
34,014000;0,1234;0,1097;-0,1616;0,231
34,022000;0,1045;0,0791;-0,2085;0,246
34,033000;0,1049;0,0769;-0,2070;0,245
34,052000;0,0909;0,0454;-0,1719;0,200
34,054000;0,0913;0,0418;-0,1699;0,197
34,061000;0,0846;0,0280;-0,1559;0,180
34,079000;0,1067;0,0382;-0,1679;0,203
34,082000;0,1122;0,0516;-0,1387;0,186
34,092000;0,1010;0,0300;-0,1120;0,154
34,101000;0,0975;0,0090;-0,0913;0,134
34,111000;0,0989;0,0078;-0,0869;0,132
34,121000;0,0836;-0,0671;-0,0752;0,131
34,133000;0,0684;-0,1515;-0,0611;0,177
34,144000;0,0699;-0,1922;-0,0544;0,212
34,151000;0,0711;-0,1921;-0,0507;0,211
34,162000;0,0842;-0,2555;-0,0527;0,274
34,172000;0,1092;-0,3028;0,0003;0,322
34,183000;0,1387;-0,2894;0,0591;0,326
34,206000;0,1873;-0,3397;0,1512;0,416
34,208000;0,1877;-0,3340;0,1515;0,412
34,212000;0,1976;-0,3158;0,1848;0,416
34,222000;0,2435;-0,2705;0,3017;0,473
34,232000;0,0950;-0,2032;0,0919;0,242
34,243000;0,1761;-0,1816;0,1856;0,314
34,254000;0,1760;-0,1750;0,1839;0,309
34,263000;0,1565;-0,1308;0,1627;0,261
34,272000;0,1657;-0,0998;0,0364;0,197
34,284000;0,1364;-0,0905;0,0867;0,185
34,302000;0,1503;-0,1078;-0,2580;0,317
34,302000;0,1404;-0,0082;0,1955;0,241
34,315000;-0,0488;-0,0399;0,0963;0,115
34,323000;-0,0750;-0,0036;0,0028;0,075
34,332000;-0,0784;-0,0260;0,4707;0,478
34,342000;0,0052;0,0152;0,2515;0,252
34,351000;0,1069;-0,0599;-0,0710;0,142
34,363000;0,1054;-0,1019;-0,0804;0,167
