time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
10,846000;0,1026;-0,0253;-0,1380;0,174
10,847000;0,0765;-0,0111;-0,1228;0,145
10,855000;0,0770;-0,0108;-0,1213;0,144
10,867000;0,0728;-0,0028;-0,1458;0,163
10,876000;0,0591;0,0005;-0,0308;0,067
10,886000;0,0263;-0,0033;-0,0526;0,059
10,906000;-0,0016;-0,0190;-0,0307;0,036
10,907000;0,0183;-0,0228;-0,0426;0,052
10,953000;0,0381;-0,0314;-0,0333;0,060
10,955000;0,0817;0,0224;-0,0559;0,101
10,956000;0,1300;0,0134;-0,0665;0,147
10,957000;0,1517;0,0400;-0,0683;0,171
10,958000;0,1351;0,0687;-0,0103;0,152
10,966000;0,1018;0,0776;-0,0259;0,131
10,975000;0,0975;0,0694;-0,0264;0,123
10,986000;0,0981;0,0684;-0,0241;0,122
10,995000;0,0871;0,0558;-0,0565;0,118
11,007000;0,0956;0,0501;-0,0902;0,141
11,049000;0,0466;0,0180;-0,0638;0,081
11,051000;0,0480;0,0169;-0,0589;0,078
11,052000;0,0206;-0,0073;-0,0685;0,072
11,053000;0,0290;-0,0293;-0,0686;0,080
11,056000;0,0207;-0,0652;-0,0258;0,073
11,065000;0,0146;-0,0727;-0,0554;0,093
11,078000;0,1352;-0,0523;-0,1144;0,185
11,089000;0,2029;0,0228;-0,1117;0,233
11,095000;0,2201;0,0829;-0,1194;0,264
11,131000;0,2205;0,0803;-0,1174;0,262
11,133000;0,1661;0,1280;-0,1289;0,246
11,134000;0,1314;0,1095;-0,1267;0,213
11,137000;0,0684;0,0974;-0,2020;0,234
11,145000;0,0513;0,0672;-0,2308;0,246
11,155000;0,0532;0,0683;-0,2239;0,240
11,165000;-0,0312;-0,0022;-0,2058;0,208
11,174000;-0,0777;-0,0779;-0,1196;0,162
11,195000;-0,0553;-0,0841;-0,1311;0,165
11,199000;0,0048;-0,0466;-0,1302;0,138
11,252000;0,0265;-0,0372;-0,1278;0,136
11,253000;0,0459;-0,0107;-0,1132;0,123
11,254000;0,0748;0,0299;-0,0576;0,099
11,255000;0,0846;0,0320;-0,0212;0,093
11,256000;0,0992;0,0001;-0,0566;0,114
11,259000;0,0778;-0,0060;-0,0587;0,098
11,266000;0,0945;-0,0242;-0,0590;0,114
11,276000;0,1399;-0,0382;-0,0715;0,162
11,289000;0,1731;-0,0546;-0,0751;0,196
11,296000;0,1823;-0,0302;-0,0744;0,199
11,346000;0,1579;-0,0441;-0,0498;0,171
11,347000;0,1145;-0,0481;-0,0029;0,124
11,348000;0,0644;-0,0663;0,0022;0,092
11,349000;0,0408;-0,0918;-0,0327;0,106
11,350000;0,0697;-0,0740;-0,0273;0,105
11,356000;0,0838;-0,0562;-0,0381;0,108
11,366000;0,1190;-0,0386;-0,0382;0,131
11,378000;0,1182;-0,0380;-0,0412;0,131
11,390000;0,0768;0,0107;0,0062;0,078
11,396000;0,0645;0,0150;0,0382;0,076
11,440000;0,0309;-0,0161;0,0158;0,038
11,442000;0,0451;-0,0570;0,0149;0,074
11,443000;0,0447;-0,0792;-0,0060;0,091
11,443000;0,0680;-0,1017;-0,0491;0,132
11,446000;0,0672;-0,1004;-0,0521;0,132
11,456000;0,1216;-0,0799;-0,0213;0,147
11,466000;0,0853;-0,0711;0,0103;0,111
11,476000;0,0851;-0,0693;0,0096;0,110
11,493000;0,0710;-0,0558;-0,0163;0,092
11,556000;0,0377;-0,0493;-0,0132;0,063
11,557000;0,0521;-0,0047;-0,0252;0,058
11,558000;0,0998;-0,0062;-0,0430;0,109
11,559000;0,0994;-0,0057;-0,0444;0,109
11,560000;0,1398;-0,0143;-0,0623;0,154
11,561000;0,1398;-0,0133;-0,0625;0,154
11,562000;0,0779;-0,0116;-0,0090;0,079
11,566000;0,0640;0,0118;0,0307;0,072
11,576000;0,0643;0,0131;0,0315;0,073
11,592000;0,0427;0,0251;0,0267;0,056
11,596000;0,0545;0,0486;0,0236;0,077
11,650000;0,0733;0,0452;-0,0112;0,087
11,653000;0,1182;0,0584;-0,0582;0,144
11,654000;0,1177;0,0572;-0,0599;0,144
11,655000;0,1172;-0,0139;-0,0783;0,142
11,656000;0,1142;-0,0061;-0,0968;0,150
11,660000;0,1138;-0,0080;-0,0980;0,150
11,667000;0,1159;-0,0142;-0,0823;0,143
11,679000;0,0894;0,0158;-0,0467;0,102
11,693000;0,0702;-0,0230;0,0060;0,074
11,699000;0,0464;-0,0497;-0,0104;0,069
11,743000;0,0297;-0,0549;0,0138;0,064
11,745000;0,0295;-0,0558;0,0135;0,065
11,746000;0,0266;-0,0596;0,0072;0,066
11,747000;0,0619;-0,0588;-0,0094;0,086
11,749000;0,0611;-0,0603;-0,0119;0,087
11,756000;0,0724;-0,0689;-0,0116;0,101
11,766000;0,1007;-0,0651;-0,0515;0,130
11,776000;0,0668;-0,0592;-0,0404;0,098
11,791000;0,0665;-0,0604;-0,0413;0,099
11,798000;0,1116;-0,0782;-0,0402;0,142
11,839000;0,1326;-0,0532;-0,0613;0,155
11,840000;0,1319;-0,0544;-0,0635;0,156
11,841000;0,1767;-0,0337;-0,0729;0,194
11,841000;0,1548;-0,0605;-0,0429;0,172
11,846000;0,1117;-0,0895;0,0024;0,143
11,858000;0,0591;-0,0725;0,0172;0,095
11,866000;0,0521;-0,0842;0,0201;0,101
11,875000;0,0427;-0,0884;0,0205;0,100
11,896000;0,0404;-0,1025;-0,0052;0,110
11,898000;0,0502;-0,1144;-0,0240;0,127
11,957000;0,0333;-0,1214;-0,0435;0,133
11,959000;0,0857;-0,1117;-0,0494;0,149
11,960000;0,0948;-0,0901;-0,0629;0,145
11,960000;0,1279;-0,0827;-0,0573;0,163
11,961000;0,1299;-0,0632;-0,0613;0,157
11,962000;0,1151;-0,0726;-0,0770;0,156
11,967000;0,1149;-0,0722;-0,0777;0,156
11,979000;0,1005;-0,0885;-0,0518;0,144
11,996000;0,0909;-0,0851;-0,0593;0,138
12,004000;0,1052;-0,0960;-0,0595;0,154
12,042000;0,0837;-0,0852;-0,0379;0,125
12,043000;0,0646;-0,0407;-0,0143;0,078
12,044000;0,0548;-0,0539;-0,0246;0,081
12,045000;0,0475;-0,0673;-0,0133;0,083
12,048000;0,0332;-0,0688;-0,0445;0,088
12,058000;0,0500;-0,0899;-0,0492;0,114
12,066000;0,0739;-0,0799;-0,0540;0,121
12,077000;0,0785;-0,0634;-0,0402;0,109
12,092000;0,1022;-0,0373;-0,0748;0,132
12,099000;0,1162;0,0029;-0,0638;0,133
12,154000;0,1208;-0,0043;-0,0573;0,134
12,156000;0,1135;-0,0066;-0,0412;0,121
12,157000;0,1157;-0,0090;-0,0227;0,118
12,158000;0,1059;-0,0187;-0,0377;0,114
12,158000;0,1081;-0,0120;-0,0167;0,110
12,160000;0,0888;-0,0032;0,0067;0,089
12,167000;0,0527;-0,0208;0,0062;0,057
12,177000;0,0526;-0,0214;0,0061;0,057
12,187000;0,0407;-0,0411;-0,0129;0,059
12,197000;0,0407;-0,0509;0,0135;0,066
12,241000;0,0430;-0,0727;-0,0321;0,090
12,242000;0,0453;-0,0898;-0,0492;0,112
12,243000;0,0715;-0,0973;-0,0329;0,125
12,244000;0,0715;-0,1167;-0,0401;0,143
12,247000;0,0716;-0,1162;-0,0400;0,142
12,258000;0,0526;-0,0366;-0,0012;0,064
12,267000;0,0360;-0,0649;0,0139;0,075
12,278000;0,0148;-0,0576;-0,0019;0,060
12,287000;-0,0209;-0,0887;-0,0370;0,098
12,298000;-0,0207;-0,0883;-0,0364;0,098
12,308000;0,0464;-0,2068;-0,1008;0,235
12,330000;0,0466;-0,2045;-0,1006;0,233
12,332000;0,1663;-0,2112;-0,1033;0,288
12,338000;0,2332;-0,1051;-0,0328;0,258
12,347000;0,2470;-0,0121;-0,0085;0,247
12,357000;0,2559;0,0794;0,0321;0,270
12,366000;0,2458;0,1842;0,0446;0,310
12,376000;0,2027;0,1925;0,0473;0,284
12,387000;0,2033;0,1915;0,0495;0,284
12,399000;0,1013;0,1789;0,0168;0,206
12,429000;0,0257;0,0827;-0,0415;0,096
12,430000;-0,0282;-0,0255;-0,1570;0,162
12,431000;-0,0582;-0,0787;-0,1696;0,196
12,437000;-0,0070;-0,1027;-0,1785;0,206
12,447000;0,0270;-0,0574;-0,1671;0,179
12,459000;0,1087;0,0046;-0,1228;0,164
12,468000;0,1446;0,0305;-0,0773;0,167
12,478000;0,2210;0,0655;0,0011;0,231
12,504000;0,2019;0,1128;0,0611;0,239
12,507000;0,1399;0,0906;0,0312;0,170
12,508000;0,1142;0,0398;-0,0145;0,122
12,554000;0,0889;-0,0058;-0,0156;0,090
12,558000;0,0780;-0,0318;-0,0453;0,096
12,559000;0,0790;-0,0315;-0,0416;0,095
12,560000;0,0346;-0,0763;-0,0021;0,084
12,561000;0,0445;-0,0399;-0,0535;0,080
12,568000;0,0423;-0,0401;-0,0601;0,084
12,580000;0,0424;-0,0404;-0,0596;0,084
12,588000;0,0401;0,0020;-0,0616;0,073
12,598000;0,0307;0,0156;-0,0824;0,089
12,649000;0,0473;0,0092;-0,0921;0,104
12,651000;0,0975;-0,0183;-0,0563;0,114
12,652000;0,1477;-0,0190;-0,0709;0,165
12,653000;0,1357;-0,0288;0,0008;0,139
12,653000;0,1214;0,0004;0,0201;0,123
12,663000;0,1024;0,0201;0,0229;0,107
12,668000;0,1025;0,0205;0,0232;0,107
12,678000;0,0999;-0,0297;0,0320;0,109
12,689000;0,1186;-0,0397;0,0019;0,125
12,700000;0,1182;-0,0406;0,0005;0,125
12,733000;0,1295;-0,0160;-0,0496;0,140
12,734000;0,1481;0,0092;-0,0513;0,157
12,735000;0,1288;0,0299;-0,0326;0,136
12,738000;0,0954;0,0651;-0,0440;0,124
12,749000;0,0886;0,0555;0,0126;0,105
12,760000;0,0508;0,0674;0,0359;0,092
12,767000;0,0535;0,0675;0,0371;0,094
12,779000;0,0536;0,0673;0,0374;0,094
12,789000;0,0319;0,0241;-0,0422;0,058
12,800000;0,0315;0,0235;-0,0437;0,059
12,849000;0,0167;-0,0462;-0,0761;0,091
12,851000;0,0164;-0,0753;-0,1274;0,149
12,852000;0,0282;-0,1094;-0,1042;0,154
12,853000;0,0449;-0,1213;-0,0660;0,145
12,854000;0,0448;-0,1212;-0,0663;0,145
12,859000;0,1020;-0,0180;0,0333;0,109
12,868000;0,0968;-0,0040;0,0488;0,109
12,880000;0,1061;0,0067;-0,0240;0,109
12,889000;0,1321;0,0193;-0,0632;0,148
12,898000;0,1461;-0,0096;-0,1071;0,181
12,938000;0,1459;-0,0114;-0,1078;0,182
12,941000;0,1315;-0,0583;-0,1052;0,178
12,942000;0,0838;-0,0974;-0,0971;0,161
12,943000;0,0843;-0,0974;-0,0952;0,160
12,948000;0,0179;-0,0994;-0,0284;0,105
12,957000;0,0186;-0,0988;-0,0262;0,104
12,968000;0,0740;-0,0478;0,0037;0,088
12,978000;0,0859;-0,0167;-0,0395;0,096
13,003000;0,1072;0,0038;-0,0356;0,113
13,004000;0,1068;0,0022;-0,0368;0,113
13,048000;0,0730;-0,0211;-0,0110;0,077
13,050000;0,1208;-0,0295;-0,0543;0,136
13,051000;0,1232;-0,0519;-0,0422;0,140
13,051000;0,1042;-0,0667;-0,0223;0,126
13,052000;0,0876;-0,0338;-0,0503;0,107
13,065000;0,0757;-0,0461;-0,0548;0,104
13,069000;0,0758;-0,0464;-0,0545;0,104
13,078000;0,0950;-0,0346;-0,0015;0,101
13,087000;0,0999;-0,0227;-0,0155;0,104
13,099000;0,1166;0,0202;-0,0348;0,123
13,108000;0,1166;0,0197;-0,0350;0,123
13,149000;0,1091;0,0048;-0,0165;0,110
13,151000;0,1112;0,0304;-0,0487;0,125
13,151000;0,1252;0,0032;-0,0452;0,133
13,152000;0,1082;-0,0024;-0,0484;0,119
13,157000;0,0912;0,0068;-0,0322;0,097
13,168000;0,0529;-0,0103;-0,0369;0,065
13,180000;0,0171;-0,0199;-0,0652;0,070
13,188000;0,0005;-0,0201;-0,0431;0,048
13,201000;0,0339;-0,0157;-0,0458;0,059
13,209000;0,0335;-0,0168;-0,0472;0,060
13,249000;0,0545;-0,0299;-0,1063;0,123
13,250000;0,0995;0,0145;-0,1078;0,147
13,251000;0,0989;0,0138;-0,1098;0,148
13,253000;0,0941;-0,0200;-0,0813;0,126
13,258000;0,0919;-0,0272;-0,0734;0,121
13,268000;0,0467;-0,0628;-0,0748;0,108
13,278000;0,0469;-0,0628;-0,0741;0,108
13,288000;0,0158;-0,0841;-0,0283;0,090
13,300000;0,0468;-0,0815;-0,0363;0,101
13,308000;0,0823;-0,0600;-0,0543;0,115
13,318000;0,1322;-0,0719;-0,0702;0,166
13,362000;0,1319;-0,0715;-0,0713;0,166
13,364000;0,1054;-0,0759;-0,0647;0,145
13,364000;0,1054;-0,0780;-0,0552;0,142
13,365000;0,1246;-0,0514;-0,0696;0,152
13,369000;0,1245;-0,0511;-0,0699;0,152
13,378000;0,0790;-0,0220;-0,0483;0,095
13,387000;0,0720;-0,0282;-0,0670;0,102
13,399000;0,0724;-0,0271;-0,0659;0,102
13,408000;0,0679;-0,0047;-0,0434;0,081
13,457000;0,0658;0,0030;-0,0184;0,068
13,459000;0,0395;-0,0280;-0,0757;0,090
13,462000;0,0394;-0,0283;-0,0760;0,090
13,463000;0,0704;-0,0453;-0,0813;0,117
13,464000;0,1254;-0,0382;-0,0840;0,156
13,467000;0,1134;-0,0140;-0,0913;0,146
13,479000;0,1135;-0,0135;-0,0911;0,146
13,494000;0,0921;-0,0200;-0,0859;0,128
13,509000;0,0683;-0,0173;-0,0256;0,075
13,511000;0,0851;-0,0267;-0,0229;0,092
13,558000;0,0803;-0,0097;0,0009;0,081
13,560000;0,0706;0,0117;-0,0283;0,077
13,561000;0,0920;0,0186;-0,0625;0,113
13,562000;0,0846;0,0043;-0,0654;0,107
13,563000;0,0845;0,0044;-0,0659;0,107
13,568000;0,0819;-0,0099;-0,0787;0,114
13,577000;0,1272;-0,0197;-0,1176;0,174
13,588000;0,1320;-0,0392;-0,0721;0,155
13,601000;0,1223;-0,0157;-0,0412;0,130
13,608000;0,0934;0,0050;-0,0297;0,098
13,646000;0,0932;0,0037;-0,0300;0,098
13,647000;-0,0096;0,0313;-0,0559;0,065
13,648000;-0,0357;0,0328;-0,0810;0,094
13,649000;-0,0258;0,0037;-0,1277;0,130
13,659000;0,0081;-0,0707;-0,1000;0,123
13,668000;0,0276;-0,0971;-0,0916;0,136
13,677000;0,0302;-0,1019;-0,0455;0,116
13,688000;0,0300;-0,1167;-0,0174;0,122
13,703000;0,0775;-0,0839;0,0149;0,115
13,709000;0,1224;-0,0682;-0,0012;0,140
13,757000;0,1554;-0,0619;-0,0294;0,170
13,760000;0,1358;-0,0843;-0,0404;0,165
13,761000;0,1283;-0,0945;-0,0318;0,162
13,762000;0,1330;-0,1139;-0,0298;0,178
13,763000;0,1330;-0,1139;-0,0297;0,178
13,767000;0,0565;-0,1499;-0,0364;0,164
13,780000;0,0159;-0,1828;-0,0240;0,185
13,788000;0,0257;-0,1887;-0,0188;0,191
13,798000;0,0378;-0,1321;-0,0092;0,138
13,808000;0,0521;-0,0799;0,0286;0,100
13,820000;0,0661;-0,0476;0,0537;0,098
13,828000;0,0466;-0,0134;0,0643;0,081
13,871000;0,0630;-0,0513;0,0484;0,095
13,873000;0,0818;-0,0867;0,0398;0,126
13,874000;0,0839;-0,1527;-0,0094;0,174
13,875000;0,0979;-0,2056;-0,0539;0,234
13,878000;0,1694;-0,1999;0,0135;0,262
13,888000;0,1567;-0,1631;0,0298;0,228
13,902000;0,1558;-0,1610;0,0262;0,226
13,908000;0,1115;0,0285;0,0218;0,117
13,940000;0,1101;0,0282;0,0171;0,115
13,941000;0,2167;0,1448;0,1038;0,281
13,942000;0,2157;0,1439;0,1007;0,278
13,948000;0,2461;0,1281;0,0073;0,278
13,958000;0,1260;0,0878;-0,0537;0,163
13,968000;0,0566;0,0352;-0,0411;0,078
13,977000;0,0572;0,0336;-0,0388;0,077
13,992000;-0,0547;-0,0725;-0,0723;0,116
14,010000;-0,0135;-0,0584;-0,0919;0,110
14,012000;0,0154;-0,0787;-0,0913;0,121
14,065000;0,0917;-0,0277;-0,0824;0,126
14,067000;0,1294;-0,0039;-0,0771;0,151
14,068000;0,2005;0,0222;-0,0504;0,208
14,069000;0,1998;0,0673;-0,0644;0,220
14,070000;0,1755;0,0676;-0,0677;0,200
14,070000;0,1301;0,0445;-0,0335;0,142
14,079000;0,1305;0,0432;-0,0319;0,141
14,088000;0,0974;0,0158;-0,0707;0,121
14,104000;0,0069;-0,0500;-0,0977;0,110
14,109000;0,0073;-0,0510;-0,0962;0,109
14,151000;-0,0188;-0,1043;-0,0641;0,124
14,153000;0,0027;-0,1045;-0,0856;0,135
14,153000;0,0623;-0,0954;-0,0792;0,139
14,154000;0,0859;-0,1028;-0,0542;0,145
14,158000;0,1045;-0,1052;-0,0584;0,159
14,168000;0,1161;-0,1048;-0,0073;0,157
14,177000;0,0966;-0,1114;0,0226;0,149
14,188000;0,1061;-0,1508;-0,0619;0,194
14,206000;0,1013;-0,1517;0,0146;0,183
14,212000;0,0750;-0,1286;0,0050;0,149
14,250000;0,0534;-0,1157;0,0188;0,129
14,251000;0,0531;-0,1151;0,0178;0,128
14,252000;0,0837;-0,0430;-0,0104;0,095
14,253000;0,0832;-0,0428;-0,0124;0,094
14,258000;0,1426;0,0003;-0,0019;0,143
14,268000;0,1375;-0,0095;-0,0175;0,139
14,277000;0,1205;-0,0143;-0,0373;0,127
14,287000;0,1206;-0,0144;-0,0372;0,127
14,297000;0,0608;-0,0310;-0,0249;0,073
14,307000;0,0441;-0,0450;0,0041;0,063
14,339000;0,0513;-0,0449;0,0161;0,070
14,341000;0,0560;-0,0522;0,0085;0,077
14,341000;0,0773;-0,0407;0,0029;0,087
14,347000;0,0818;-0,0413;-0,0147;0,093
14,357000;0,0960;-0,0372;-0,0344;0,109
14,368000;0,0958;-0,0375;-0,0349;0,109
14,379000;0,1220;-0,0426;-0,0352;0,134
14,387000;0,1220;-0,0430;-0,0355;0,134
14,398000;0,1076;-0,0531;-0,0473;0,129
14,408000;0,1004;-0,0298;-0,0280;0,108
14,459000;0,1005;-0,0302;-0,0277;0,109
14,461000;0,0814;-0,0377;-0,0130;0,091
14,462000;0,0623;-0,0280;-0,0248;0,073
14,463000;0,0624;-0,0281;-0,0245;0,073
14,464000;0,0554;-0,0306;-0,0356;0,073
14,468000;0,0389;-0,0620;-0,0443;0,086
14,477000;0,0391;-0,0625;-0,0438;0,086
14,487000;0,0462;-0,0563;-0,0484;0,087
14,510000;0,0389;-0,0384;-0,0872;0,103
14,511000;0,0508;-0,0203;-0,0800;0,097
14,553000;0,0509;-0,0210;-0,0794;0,097
14,555000;0,0321;-0,0405;-0,0732;0,090
14,556000;0,0518;-0,0404;-0,0642;0,092
14,557000;0,0881;0,0074;-0,0437;0,099
14,560000;0,0287;0,0427;0,0035;0,052
14,568000;0,0291;0,0414;0,0050;0,051
14,577000;-0,0351;-0,0126;-0,0791;0,087
14,588000;-0,0583;-0,0329;-0,0932;0,115
14,597000;-0,0050;-0,0690;-0,1029;0,124
14,608000;0,0625;-0,0859;-0,1109;0,154
14,653000;0,1490;-0,0817;-0,1025;0,198
14,655000;0,1970;-0,0680;-0,1139;0,238
14,656000;0,2280;-0,0047;-0,0996;0,249
14,657000;0,2327;0,0511;-0,0807;0,252
14,658000;0,2302;0,1139;-0,0616;0,264
14,668000;0,2398;0,1646;-0,0226;0,292
14,679000;0,2066;0,2223;-0,0140;0,304
14,688000;0,1545;0,2077;-0,0305;0,261
14,698000;0,1051;0,2078;-0,0079;0,233
14,708000;0,0534;0,1767;0,0009;0,185
14,748000;-0,0078;0,1168;-0,0022;0,117
14,749000;-0,0547;0,0353;-0,0343;0,074
14,750000;-0,0444;0,0163;-0,0097;0,048
14,751000;-0,0392;-0,0166;-0,0125;0,044
14,757000;0,0136;-0,0259;-0,0237;0,038
14,768000;0,0134;-0,0285;-0,0240;0,040
14,777000;0,0512;-0,0170;-0,0421;0,068
14,788000;0,1152;0,0039;-0,0437;0,123
14,799000;0,1578;-0,0057;-0,0305;0,161
14,809000;0,1264;-0,0252;-0,0765;0,150
14,853000;0,1574;-0,0036;-0,0165;0,158
14,854000;0,1550;-0,0274;-0,0282;0,160
14,855000;0,1405;0,0037;-0,0520;0,150
14,856000;0,1237;-0,0466;-0,0372;0,137
14,859000;0,0878;-0,0103;-0,0441;0,099
14,869000;0,0758;-0,0453;-0,0223;0,091
14,877000;0,0590;-0,0370;-0,0316;0,077
14,887000;0,0709;-0,0427;-0,0604;0,103
14,897000;0,1162;-0,0504;-0,0661;0,143
14,908000;0,1157;-0,0177;-0,0701;0,136
14,949000;0,1222;-0,0095;-0,0384;0,128
14,950000;0,1168;0,0227;-0,0283;0,122
14,951000;0,1165;0,0217;-0,0292;0,122
14,952000;0,0423;0,0545;0,0259;0,074
14,957000;0,0423;0,0542;0,0261;0,074
14,967000;0,0089;-0,0225;-0,0479;0,054
14,978000;-0,0078;-0,1016;-0,0572;0,117
14,994000;-0,0174;-0,1232;-0,0691;0,142
15,051000;0,0090;-0,1376;-0,0451;0,145
15,053000;0,0472;-0,1325;-0,0334;0,145
15,054000;0,0565;-0,1394;-0,0176;0,151
15,055000;0,0826;-0,1248;-0,0355;0,154
15,056000;0,1396;-0,0910;-0,0203;0,168
15,056000;0,1679;-0,0741;-0,0745;0,198
15,058000;0,2107;-0,0573;-0,0659;0,228
15,067000;0,2298;-0,0480;-0,1116;0,260
15,078000;0,2204;-0,0099;-0,1062;0,245
15,090000;0,2206;-0,0105;-0,1052;0,245
15,099000;0,1421;0,0131;-0,1418;0,201
15,145000;0,1068;0,0180;-0,1395;0,177
15,150000;0,0480;-0,0003;-0,1481;0,156
15,151000;0,0060;-0,0228;-0,1206;0,123
15,152000;0,0094;-0,0350;-0,1126;0,118
15,163000;0,0101;-0,0332;-0,1127;0,118
15,166000;0,0369;-0,0389;-0,0971;0,111
15,168000;0,0371;-0,0066;-0,0583;0,069
15,177000;0,0922;0,0131;-0,0488;0,105
15,188000;0,0850;-0,0247;-0,1161;0,146
15,196000;0,0850;-0,0238;-0,1161;0,146
15,207000;0,1139;-0,0178;-0,0821;0,142
15,246000;0,1069;-0,0600;-0,0891;0,152
15,248000;0,1048;-0,0278;-0,0355;0,114
15,248000;0,0906;0,0088;-0,0495;0,104
15,249000;0,0907;0,0091;-0,0493;0,104
15,257000;0,0143;-0,0258;-0,0414;0,051
15,267000;0,0244;-0,0457;-0,0470;0,070
15,278000;0,0251;-0,1130;-0,0857;0,144
15,290000;0,0258;-0,1108;-0,0835;0,141
15,297000;-0,0119;-0,1689;-0,0625;0,181
15,344000;-0,0091;-0,1578;-0,0446;0,164
15,346000;0,0199;-0,1516;-0,0702;0,168
15,348000;0,0584;-0,1353;-0,0603;0,159
15,349000;0,1160;-0,0948;-0,0746;0,167
15,349000;0,1187;-0,0732;-0,0694;0,156
15,358000;0,1476;-0,0570;-0,0260;0,160
15,368000;0,1382;-0,0673;-0,0184;0,155
15,377000;0,1025;-0,0631;-0,0251;0,123
15,389000;0,0909;-0,0876;-0,0100;0,127
15,399000;0,0649;-0,0929;-0,0188;0,115
15,410000;0,0556;-0,0863;-0,0275;0,106
15,417000;0,0559;-0,0841;-0,0270;0,104
15,460000;0,0680;-0,0700;0,0355;0,104
15,462000;0,0917;-0,0416;0,0198;0,103
15,463000;0,0915;-0,0113;0,0548;0,107
15,464000;0,0913;-0,0099;0,0537;0,106
15,468000;0,1078;0,0129;0,0072;0,109
15,478000;0,1076;0,0135;0,0062;0,109
15,489000;0,1074;0,0211;-0,0282;0,113
15,499000;0,1072;0,0213;-0,0289;0,113
15,516000;0,0878;0,0430;0,0181;0,099
15,563000;0,0732;0,0524;0,0413;0,099
15,565000;0,0251;0,0137;-0,0385;0,048
15,566000;0,0202;0,0039;0,0281;0,035
15,566000;0,0344;-0,0340;-0,0181;0,052
15,567000;0,0342;-0,0336;-0,0188;0,051
15,571000;0,0794;-0,0980;-0,0055;0,126
15,578000;0,0765;-0,0835;-0,0026;0,113
15,588000;0,0760;-0,0809;-0,0042;0,111
15,596000;0,0182;-0,0855;-0,0154;0,089
15,609000;0,0417;-0,0802;-0,0454;0,101
15,656000;0,0797;-0,1085;-0,0133;0,135
15,658000;0,1223;-0,1104;-0,0535;0,173
15,659000;0,1816;-0,1007;-0,0673;0,218
15,660000;0,2099;-0,0694;-0,0427;0,225
15,660000;0,1712;-0,0429;-0,0706;0,190
15,667000;0,1709;-0,0432;-0,0715;0,190
15,676000;0,0990;0,0071;-0,0740;0,124
15,687000;0,0586;0,0004;-0,0134;0,060
15,698000;0,0396;-0,0444;-0,0318;0,067
15,709000;0,0398;-0,0437;-0,0315;0,067
15,716000;0,0493;-0,0239;-0,0604;0,082
15,746000;0,0326;-0,0374;-0,0654;0,082
15,748000;0,0755;-0,0774;-0,0157;0,109
15,749000;0,0752;-0,0768;-0,0169;0,109
15,759000;0,1321;-0,0477;-0,0406;0,146
15,767000;0,1577;0,0001;-0,0386;0,162
15,777000;0,1616;0,0406;-0,0009;0,167
15,787000;0,1609;0,0449;0,0135;0,168
15,796000;0,1461;0,0016;0,0216;0,148
15,813000;0,0909;-0,0653;-0,0317;0,116
15,821000;0,0693;-0,1149;-0,0105;0,135
15,861000;0,0118;-0,1208;-0,0130;0,122
15,863000;0,0139;-0,1103;-0,0142;0,112
15,864000;0,0445;-0,0905;-0,0115;0,102
15,865000;0,0676;-0,0640;0,0120;0,094
15,868000;0,0931;-0,0448;0,0091;0,104
15,880000;0,0923;-0,0447;0,0061;0,103
15,895000;0,1275;0,0152;-0,0204;0,130
15,899000;0,0983;-0,0466;-0,0818;0,136
15,937000;0,0863;-0,0557;-0,0871;0,135
15,939000;0,0600;-0,1081;-0,0606;0,138
15,939000;0,0385;-0,1148;-0,0532;0,132
15,940000;0,0458;-0,1238;-0,0697;0,149
15,948000;0,0483;-0,1111;-0,0313;0,125
15,959000;0,0722;-0,0932;-0,0364;0,123
15,968000;0,0841;-0,0940;-0,0559;0,138
15,979000;0,0794;-0,1068;-0,0513;0,143
15,990000;0,0961;-0,1173;-0,0611;0,163
16,005000;0,1033;-0,1256;-0,0398;0,167
16,025000;0,1106;-0,1051;-0,0877;0,176
16,027000;0,0986;-0,0914;-0,0592;0,147
16,029000;0,0820;-0,0778;-0,0446;0,122
16,038000;0,0726;-0,0327;0,0011;0,080
16,060000;0,0727;-0,0379;0,0227;0,085
16,061000;0,0728;-0,0362;0,0228;0,084
16,068000;0,0753;-0,0418;0,0252;0,090
16,077000;0,0776;-0,0431;0,0128;0,090
16,090000;0,0488;-0,0161;-0,0165;0,054
16,099000;0,0700;-0,0206;-0,0416;0,084
16,118000;0,1031;-0,0251;-0,0742;0,129
16,122000;0,1146;-0,0056;-0,0711;0,135
16,169000;0,1072;-0,0123;-0,0673;0,127
16,170000;0,1049;-0,0046;-0,0504;0,116
16,171000;0,0883;0,0056;-0,0257;0,092
16,176000;0,0407;-0,0152;0,0062;0,044
16,177000;0,0121;-0,0362;0,0115;0,040
16,181000;0,0362;-0,0546;-0,0026;0,066
16,188000;0,0935;-0,0687;-0,0007;0,116
16,198000;0,0932;-0,0687;-0,0017;0,116
16,212000;0,1694;-0,0353;-0,0465;0,179
16,217000;0,1568;-0,0068;-0,0053;0,157
16,251000;0,1659;0,0212;-0,0406;0,172
16,252000;0,1585;0,0180;-0,0149;0,160
16,253000;0,1226;0,0008;0,0091;0,123
16,259000;0,1180;0,0202;0,0220;0,122
16,267000;0,1112;0,0369;-0,0462;0,126
16,278000;0,0686;0,0059;-0,0206;0,072
