MR32 CSV
Name,EMG 1 channel recording 1
Frequency,2000
Date,25-03-2022 10:25:34
"Time,s","VMO RT,uV"
1.4135,-0.02059
1.4140,-0.3258
1.4145,0.2846
1.4150,1.811
1.4155,2.421
1.4160,2.116
1.4165,3.031
1.4170,4.557
1.4175,3.337
1.4180,-0.02059
1.4185,-2.462
1.4190,-1.852
1.4195,-0.3258
1.4200,-0.02059
1.4205,-0.02059
1.4210,1.811
1.4215,3.337
1.4220,2.116
1.4225,-0.02059
1.4230,0.2846
1.4235,2.726
1.4240,4.252
1.4245,3.337
1.4250,1.2
1.4255,-1.241
1.4260,-4.293
1.4265,-7.345
1.4270,-8.566
1.4275,-8.566
1.4280,-9.176
1.4285,-8.566
1.4290,-5.514
1.4295,-1.852
1.4300,-1.547
1.4305,-4.599
1.4310,-6.124
1.4315,-3.073
1.4320,1.2
1.4325,3.642
1.4330,3.642
1.4335,3.642
1.4340,3.031
1.4345,0.2846
1.4350,-3.378
1.4355,-4.599
1.4360,-1.852
1.4365,1.505
1.4370,4.557
1.4375,5.778
1.4380,5.168
1.4385,1.505
1.4390,-3.683
1.4395,-8.871
1.4400,-11.31
1.4405,-10.4
1.4410,-6.124
1.4415,0.2846
1.4420,6.083
1.4425,6.999
1.4430,3.337
1.4435,-0.3258
1.4440,-1.241
1.4445,-1.547
1.4450,-2.157
1.4455,-2.462
1.4460,-0.631
1.4465,0.895
1.4470,0.895
1.4475,-0.02059
1.4480,-1.241
1.4485,-2.767
1.4490,-3.988
1.4495,-2.767
1.4500,1.2
1.4505,5.778
1.4510,7.914
1.4515,9.746
1.4520,12.19
1.4525,10.97
1.4530,2.421
1.4535,-7.65
1.4540,-11.31
1.4545,-6.43
1.4550,-0.02059
1.4555,2.421
1.4560,0.5898
1.4565,-3.683
1.4570,-8.871
1.4575,-11.92
1.4580,-11.01
1.4585,-6.124
1.4590,-1.547
1.4595,0.2846
1.4600,0.5898
1.4605,0.2846
1.4610,-0.02059
1.4615,0.2846
1.4620,0.5898
1.4625,0.2846
1.4630,-0.631
1.4635,-0.631
1.4640,0.895
1.4645,2.421
1.4650,1.2
1.4655,-0.3258
1.4660,-0.631
1.4665,0.2846
1.4670,0.5898
1.4675,-0.02059
1.4680,0.2846
1.4685,2.116
1.4690,3.642
1.4695,3.642
1.4700,2.726
1.4705,2.421
1.4710,2.116
1.4715,1.505
1.4720,1.2
1.4725,1.2
1.4730,1.811
1.4735,2.421
1.4740,2.726
1.4745,2.116
1.4750,0.895
1.4755,-0.02059
1.4760,-0.631
1.4765,-1.547
1.4770,-2.767
1.4775,-3.073
1.4780,-0.631
1.4785,1.811
1.4790,2.421
1.4795,1.2
1.4800,0.895
1.4805,1.505
1.4810,1.811
1.4815,-0.02059
1.4820,-1.241
1.4825,-0.631
1.4830,1.2
1.4835,3.337
1.4840,4.557
1.4845,4.863
1.4850,3.947
1.4855,2.116
1.4860,0.2846
1.4865,-0.02059
1.4870,-0.3258
1.4875,-1.241
1.4880,-2.462
1.4885,-1.852
1.4890,-0.631
1.4895,0.2846
1.4900,0.5898
1.4905,0.895
1.4910,1.2
1.4915,0.895
1.4920,-0.02059
1.4925,-0.3258
1.4930,0.2846
1.4935,1.811
1.4940,2.116
1.4945,0.895
1.4950,-0.02059
1.4955,0.2846
1.4960,0.2846
1.4965,-0.631
1.4970,-1.547
1.4975,-0.631
1.4980,0.2846
1.4985,0.2846
1.4990,-0.3258
1.4995,-0.02059
1.5000,0.5898
1.5005,1.2
1.5010,1.2
1.5015,0.895
1.5020,0.5898
1.5025,-0.02059
1.5030,-1.547
1.5035,-1.547
1.5040,-0.3258
1.5045,-0.02059
1.5050,-0.02059
1.5055,-0.02059
1.5060,1.2
1.5065,1.2
1.5070,-0.3258
1.5075,-1.852
1.5080,-1.547
1.5085,-0.631
1.5090,-0.3258
1.5095,-0.631
1.5100,-0.02059
1.5105,1.505
1.5110,2.116
1.5115,1.505
1.5120,1.2
1.5125,0.895
1.5130,-0.02059
1.5135,-0.3258
1.5140,-0.02059
1.5145,0.5898
1.5150,0.895
1.5155,-0.02059
1.5160,-0.02059
1.5165,-0.02059
1.5170,-1.852
1.5175,-4.293
1.5180,-4.599
1.5185,-2.462
1.5190,-0.02059
1.5195,0.2846
1.5200,-0.9362
1.5205,-2.462
1.5210,-2.767
1.5215,-2.157
1.5220,-1.547
1.5225,-0.9362
1.5230,-0.631
1.5235,-0.631
1.5240,-0.631
1.5245,-0.631
1.5250,-0.9362
1.5255,-1.241
1.5260,-0.631
1.5265,-0.02059
1.5270,-0.02059
1.5275,-1.241
1.5280,-2.157
1.5285,-2.157
1.5290,-2.157
1.5295,-2.157
1.5300,-1.547
1.5305,-0.02059
1.5310,1.2
1.5315,0.5898
1.5320,-0.02059
1.5325,-0.02059
1.5330,-0.02059
1.5335,-0.3258
1.5340,-1.241
1.5345,-1.547
1.5350,-0.9362
1.5355,-0.02059
1.5360,-0.02059
1.5365,-0.02059
1.5370,-0.02059
1.5375,-0.02059
1.5380,-0.02059
1.5385,-0.02059
1.5390,0.2846
1.5395,0.2846
1.5400,0.5898
1.5405,0.5898
1.5410,0.895
1.5415,0.895
1.5420,0.2846
1.5425,-0.3258
1.5430,-0.631
1.5435,0.2846
1.5440,1.505
1.5445,1.505
1.5450,-0.02059
1.5455,-1.241
1.5460,-1.241
1.5465,-0.631
1.5470,-0.3258
1.5475,-0.3258
1.5480,-0.631
1.5485,-0.9362
1.5490,-1.852
1.5495,-2.157
1.5500,-1.241
1.5505,-0.02059
1.5510,0.895
1.5515,0.895
1.5520,0.2846
1.5525,-0.02059
1.5530,-0.631
1.5535,-0.9362
1.5540,-0.631
1.5545,-0.3258
1.5550,-0.02059
1.5555,-0.3258
1.5560,-1.241
1.5565,-0.9362
1.5570,-0.02059
1.5575,1.505
1.5580,1.811
1.5585,0.5898
1.5590,-0.02059
1.5595,0.2846
1.5600,-0.02059
1.5605,-0.9362
1.5610,-1.852
1.5615,-0.631
1.5620,0.895
1.5625,0.5898
1.5630,-0.9362
1.5635,-2.157
1.5640,-1.241
1.5645,-0.3258
1.5650,-0.631
1.5655,-0.9362
1.5660,-0.02059
1.5665,1.505
1.5670,2.116
1.5675,1.505
1.5680,1.2
1.5685,2.421
1.5690,3.031
1.5695,2.726
1.5700,1.2
1.5705,0.895
1.5710,1.811
1.5715,3.337
1.5720,4.252
1.5725,3.947
1.5730,2.726
1.5735,1.505
1.5740,1.811
1.5745,2.726
1.5750,2.726
1.5755,1.505
1.5760,-0.02059
1.5765,-0.02059
1.5770,-0.02059
1.5775,-0.02059
1.5780,-0.631
1.5785,-1.241
1.5790,-1.547
1.5795,-1.547
1.5800,-0.9362
1.5805,-0.631
1.5810,-0.631
1.5815,-0.9362
1.5820,-1.547
1.5825,-1.547
1.5830,-0.631
1.5835,-0.02059
1.5840,-0.02059
1.5845,-0.3258
1.5850,-0.9362
1.5855,-0.9362
1.5860,-0.9362
1.5865,-0.3258
1.5870,-0.02059
1.5875,-0.02059
1.5880,-0.3258
1.5885,-0.9362
1.5890,-0.631
1.5895,0.5898
1.5900,1.811
1.5905,0.895
1.5910,-0.9362
1.5915,-1.852
1.5920,-0.9362
1.5925,-0.02059
1.5930,-0.02059
1.5935,-0.3258
1.5940,-0.631
1.5945,-0.3258
1.5950,-0.02059
1.5955,-0.02059
1.5960,0.2846
1.5965,0.5898
1.5970,0.5898
1.5975,0.5898
1.5980,1.2
1.5985,2.421
1.5990,3.031
1.5995,1.505
1.6000,-0.02059
1.6005,-0.3258
1.6010,0.895
1.6015,2.726
1.6020,3.031
1.6025,2.116
1.6030,1.2
1.6035,1.2
1.6040,0.895
1.6045,0.2846
1.6050,-0.3258
1.6055,-0.02059
1.6060,0.5898
1.6065,1.2
1.6070,1.2
1.6075,0.2846
1.6080,-0.02059
1.6085,-0.02059
1.6090,1.2
1.6095,1.811
1.6100,1.505
1.6105,0.895
1.6110,1.2
1.6115,2.116
1.6120,1.811
1.6125,0.895
1.6130,0.2846
1.6135,0.5898
1.6140,0.895
1.6145,0.2846
1.6150,-0.02059
1.6155,-0.02059
1.6160,0.895
1.6165,0.5898
1.6170,-0.3258
1.6175,-1.241
1.6180,-1.547
1.6185,-1.241
1.6190,-0.9362
1.6195,-0.631
1.6200,-0.3258
1.6205,-0.3258
1.6210,-0.631
1.6215,-0.9362
1.6220,-0.9362
1.6225,-0.02059
1.6230,-0.02059
1.6235,-0.631
1.6240,-1.241
1.6245,-0.9362
1.6250,-0.02059
1.6255,-0.3258
1.6260,-0.9362
1.6265,-0.631
1.6270,-0.3258
1.6275,-0.631
1.6280,-1.852
1.6285,-1.852
1.6290,-0.631
1.6295,-0.02059
1.6300,-0.631
1.6305,-1.241
1.6310,-1.241
1.6315,-1.852
1.6320,-2.767
1.6325,-2.462
1.6330,-1.241
1.6335,-1.241
1.6340,-2.157
1.6345,-1.852
1.6350,-0.3258
1.6355,0.2846
1.6360,-0.9362
1.6365,-2.157
1.6370,-1.241
1.6375,0.2846
1.6380,0.5898
1.6385,-0.3258
1.6390,-0.9362
1.6395,-0.631
1.6400,-0.02059
1.6405,-0.02059
1.6410,-0.3258
1.6415,-1.241
1.6420,-1.852
1.6425,-2.157
1.6430,-1.241
1.6435,-0.3258
1.6440,-0.02059
1.6445,0.5898
1.6450,0.895
1.6455,0.895
1.6460,0.2846
1.6465,-0.02059
1.6470,-0.631
1.6475,-0.9362
1.6480,-0.9362
1.6485,-0.3258
1.6490,0.5898
1.6495,0.895
1.6500,-0.02059
1.6505,-1.241
1.6510,-1.241
1.6515,-0.631
1.6520,-0.9362
1.6525,-1.241
1.6530,-0.9362
1.6535,-0.3258
1.6540,-0.02059
1.6545,-0.02059
1.6550,-0.02059
1.6555,0.5898
1.6560,0.895
1.6565,1.2
1.6570,1.2
1.6575,1.2
1.6580,0.895
1.6585,0.5898
1.6590,0.2846
1.6595,0.2846
1.6600,0.5898
1.6605,0.5898
1.6610,0.895
1.6615,1.2
1.6620,1.811
1.6625,2.421
1.6630,2.726
1.6635,2.116
1.6640,0.5898
1.6645,-0.02059
1.6650,-0.02059
1.6655,-0.02059
1.6660,0.2846
1.6665,-0.02059
1.6670,-0.3258
1.6675,-0.3258
1.6680,-0.02059
1.6685,0.5898
1.6690,0.895
1.6695,0.2846
1.6700,-0.02059
1.6705,-0.02059
1.6710,-0.02059
1.6715,-0.02059
1.6720,-0.02059
1.6725,-0.02059
1.6730,-0.02059
1.6735,-0.3258
1.6740,-0.02059
1.6745,0.5898
1.6750,0.5898
1.6755,-0.02059
1.6760,-0.631
1.6765,-0.631
1.6770,-0.631
1.6775,-1.241
1.6780,-1.852
1.6785,-1.852
1.6790,-2.462
1.6795,-3.073
1.6800,-3.378
1.6805,-1.852
1.6810,-0.02059
1.6815,1.2
1.6820,0.5898
1.6825,-0.02059
1.6830,-0.02059
1.6835,-0.02059
1.6840,-0.02059
1.6845,-0.3258
1.6850,-0.3258
1.6855,-0.02059
1.6860,-0.02059
1.6865,-0.02059
1.6870,-1.241
1.6875,-2.157
1.6880,-1.547
1.6885,-0.02059
1.6890,1.505
1.6895,1.2
1.6900,1.2
1.6905,1.811
1.6910,2.116
1.6915,1.2
1.6920,-0.02059
1.6925,0.5898
1.6930,2.421
1.6935,3.337
1.6940,2.726
1.6945,1.505
1.6950,1.2
1.6955,1.2
1.6960,0.895
1.6965,1.2
1.6970,2.116
1.6975,3.337
1.6980,3.642
1.6985,2.421
1.6990,1.2
1.6995,0.5898
1.7000,1.505
1.7005,2.421
1.7010,1.811
1.7015,-0.02059
1.7020,-0.3258
1.7025,-0.02059
1.7030,-0.3258
1.7035,-2.767
1.7040,-5.209
1.7045,-5.819
1.7050,-5.209
1.7055,-5.514
1.7060,-7.04
1.7065,-7.345
1.7070,-5.819
1.7075,-3.988
1.7080,-2.767
1.7085,-1.547
1.7090,-0.02059
1.7095,-0.02059
1.7100,-1.241
1.7105,-2.767
1.7110,-2.767
1.7115,-1.241
1.7120,-0.631
1.7125,-0.9362
1.7130,-1.241
1.7135,-0.02059
1.7140,1.505
1.7145,1.811
1.7150,0.895
1.7155,0.5898
1.7160,0.895
1.7165,1.2
1.7170,0.895
1.7175,0.2846
1.7180,0.2846
1.7185,1.2
1.7190,2.421
1.7195,2.421
1.7200,1.811
1.7205,1.811
1.7210,2.421
1.7215,2.116
1.7220,1.2
1.7225,-0.02059
1.7230,0.2846
1.7235,1.505
1.7240,2.116
1.7245,1.505
1.7250,0.895
1.7255,1.2
1.7260,2.116
1.7265,2.116
1.7270,1.505
1.7275,1.811
1.7280,2.726
1.7285,2.726
1.7290,1.505
1.7295,-0.02059
1.7300,-0.631
1.7305,-0.3258
1.7310,0.2846
1.7315,1.505
1.7320,2.421
1.7325,2.116
1.7330,0.2846
1.7335,-0.9362
1.7340,-0.9362
1.7345,-0.02059
1.7350,0.895
1.7355,0.895
1.7360,-0.02059
1.7365,-0.3258
1.7370,-0.9362
1.7375,-1.547
1.7380,-1.547
1.7385,-0.9362
1.7390,-0.3258
1.7395,-0.3258
1.7400,-0.631
1.7405,-0.02059
1.7410,1.2
1.7415,1.505
1.7420,0.2846
1.7425,-1.241
1.7430,-1.547
1.7435,-0.3258
1.7440,0.2846
1.7445,-0.02059
1.7450,-1.547
1.7455,-1.547
1.7460,-0.3258
1.7465,0.2846
1.7470,-0.02059
1.7475,-0.3258
1.7480,-0.02059
1.7485,0.2846
1.7490,0.2846
1.7495,-0.02059
1.7500,-0.02059
1.7505,-0.02059
1.7510,-0.9362
1.7515,-1.547
1.7520,-0.9362
1.7525,-0.3258
1.7530,-0.631
1.7535,-1.547
1.7540,-1.241
1.7545,-0.02059
1.7550,0.2846
1.7555,-0.02059
1.7560,-0.3258
1.7565,0.2846
1.7570,1.2
1.7575,0.895
1.7580,-0.02059
1.7585,-0.631
1.7590,-0.3258
1.7595,-0.02059
1.7600,0.895
1.7605,0.5898
1.7610,-0.02059
1.7615,-1.241
1.7620,-1.241
1.7625,-0.9362
1.7630,-0.631
1.7635,-0.631
1.7640,-0.3258
1.7645,-0.02059
1.7650,-0.02059
1.7655,-0.3258
1.7660,-0.3258
1.7665,-0.02059
1.7670,-0.02059
1.7675,-0.02059
1.7680,-0.3258
1.7685,-0.02059
1.7690,-0.3258
1.7695,-1.241
1.7700,-1.547
1.7705,-1.241
1.7710,-1.241
1.7715,-1.547
1.7720,-1.547
1.7725,-0.02059
1.7730,1.505
1.7735,0.895
1.7740,-0.3258
1.7745,-0.631
1.7750,0.2846
1.7755,1.2
1.7760,0.2846
1.7765,-0.631
1.7770,-0.3258
1.7775,0.5898
1.7780,0.895
1.7785,0.2846
1.7790,-0.02059
1.7795,0.2846
1.7800,0.895
1.7805,0.5898
1.7810,-0.02059
1.7815,-0.02059
1.7820,0.2846
1.7825,1.2
1.7830,1.505
1.7835,0.895
1.7840,-0.02059
1.7845,-0.02059
1.7850,0.2846
1.7855,0.5898
1.7860,0.2846
1.7865,0.5898
1.7870,0.5898
1.7875,-0.02059
1.7880,-1.547
1.7885,-2.462
1.7890,-0.9362
1.7895,0.5898
1.7900,0.895
1.7905,-0.02059
1.7910,-0.631
1.7915,-0.631
1.7920,-0.3258
1.7925,-0.02059
1.7930,0.2846
1.7935,0.895
1.7940,0.895
1.7945,0.5898
1.7950,0.5898
1.7955,1.2
1.7960,1.2
1.7965,0.5898
1.7970,-0.02059
1.7975,-0.02059
1.7980,-0.3258
1.7985,-0.631
1.7990,-0.02059
1.7995,0.5898
1.8000,0.2846
1.8005,-0.3258
1.8010,-0.3258
1.8015,0.2846
1.8020,1.2
1.8025,0.895
1.8030,0.5898
1.8035,1.2
1.8040,1.2
1.8045,0.2846
1.8050,-0.02059
1.8055,0.895
1.8060,1.505
1.8065,0.2846
1.8070,-0.3258
1.8075,0.2846
1.8080,0.895
1.8085,-0.631
1.8090,-3.378
1.8095,-3.683
1.8100,-1.852
1.8105,-0.3258
1.8110,-0.3258
1.8115,-0.02059
1.8120,0.2846
1.8125,-0.02059
1.8130,-0.9362
1.8135,-1.241
1.8140,-0.9362
1.8145,-1.547
1.8150,-3.073
1.8155,-3.378
1.8160,-2.157
1.8165,-1.241
1.8170,-1.852
1.8175,-2.767
1.8180,-2.462
1.8185,-2.157
1.8190,-2.157
1.8195,-1.547
1.8200,-0.631
1.8205,-0.3258
1.8210,-0.631
1.8215,-0.3258
1.8220,0.895
1.8225,2.116
1.8230,1.505
1.8235,0.2846
1.8240,0.5898
1.8245,1.505
1.8250,2.116
1.8255,1.2
1.8260,0.2846
1.8265,-0.02059
1.8270,0.2846
1.8275,0.2846
1.8280,-0.3258
1.8285,-0.9362
1.8290,-0.9362
1.8295,-0.3258
1.8300,-0.3258
1.8305,-1.241
1.8310,-1.241
1.8315,-0.02059
1.8320,1.2
1.8325,1.2
1.8330,-0.02059
1.8335,-0.02059
1.8340,0.2846
1.8345,-0.02059
1.8350,-0.02059
1.8355,-0.02059
1.8360,0.5898
1.8365,0.5898
1.8370,0.2846
1.8375,0.895
1.8380,1.2
1.8385,1.2
1.8390,1.2
1.8395,2.116
1.8400,3.337
1.8405,3.031
1.8410,1.811
1.8415,1.505
1.8420,1.2
1.8425,-0.02059
1.8430,-1.241
1.8435,-1.241
1.8440,-0.02059
1.8445,-0.02059
1.8450,-0.3258
1.8455,-0.631
1.8460,-0.02059
1.8465,-0.631
1.8470,-2.157
1.8475,-2.462
1.8480,-1.241
1.8485,-0.3258
1.8490,-0.9362
1.8495,-0.631
1.8500,0.895
1.8505,2.421
1.8510,1.2
1.8515,-0.02059
1.8520,-0.02059
1.8525,0.2846
1.8530,-0.3258
1.8535,-2.157
1.8540,-2.767
1.8545,-1.547
1.8550,-0.631
1.8555,-0.3258
1.8560,-0.02059
1.8565,0.5898
1.8570,0.895
1.8575,0.2846
1.8580,0.2846
1.8585,1.505
1.8590,2.726
1.8595,2.421
1.8600,1.505
1.8605,1.2
1.8610,1.505
1.8615,1.505
1.8620,0.895
1.8625,-0.02059
1.8630,-0.02059
1.8635,-0.02059
1.8640,-0.02059
1.8645,0.2846
1.8650,0.2846
1.8655,-0.3258
1.8660,-1.241
1.8665,-1.547
1.8670,-1.241
1.8675,-0.631
1.8680,-0.3258
1.8685,-0.02059
1.8690,-0.02059
1.8695,-0.9362
1.8700,-1.241
1.8705,-0.631
1.8710,-0.02059
1.8715,-0.9362
1.8720,-3.378
1.8725,-4.293
1.8730,-3.378
1.8735,-2.462
1.8740,-2.157
1.8745,-1.852
1.8750,-0.9362
1.8755,-0.3258
1.8760,-0.9362
1.8765,-0.631
1.8770,-0.02059
1.8775,0.895
1.8780,-0.02059
1.8785,-0.9362
1.8790,-0.631
1.8795,-0.02059
1.8800,-0.02059
1.8805,-0.631
1.8810,-0.02059
1.8815,0.2846
1.8820,0.5898
1.8825,0.5898
1.8830,1.811
1.8835,3.031
1.8840,3.031
1.8845,1.2
1.8850,0.5898
1.8855,1.811
1.8860,3.031
1.8865,3.337
1.8870,2.726
1.8875,2.421
1.8880,1.811
1.8885,1.2
1.8890,0.895
1.8895,1.2
1.8900,1.505
1.8905,1.2
1.8910,0.895
1.8915,0.5898
1.8920,0.895
1.8925,1.505
1.8930,1.811
1.8935,1.2
1.8940,-0.02059
1.8945,-1.547
1.8950,-1.547
1.8955,-0.9362
1.8960,-0.9362
1.8965,-0.9362
1.8970,-0.3258
1.8975,-0.02059
1.8980,-0.02059
1.8985,-1.547
1.8990,-1.547
1.8995,-0.3258
1.9000,0.2846
1.9005,-0.02059
1.9010,-0.02059
1.9015,0.5898
1.9020,1.811
1.9025,1.811
1.9030,0.2846
1.9035,-0.02059
1.9040,0.2846
1.9045,1.2
1.9050,1.811
1.9055,1.505
1.9060,1.2
1.9065,0.5898
1.9070,-0.02059
1.9075,-0.3258
1.9080,-0.631
1.9085,-0.02059
1.9090,0.895
1.9095,0.895
1.9100,-0.02059
1.9105,-0.631
1.9110,-0.631
1.9115,-0.02059
1.9120,-0.02059
1.9125,-0.02059
1.9130,-0.02059
1.9135,-0.02059
1.9140,0.2846
1.9145,-0.02059
1.9150,-0.3258
1.9155,-0.3258
1.9160,-0.02059
1.9165,-0.3258
1.9170,-0.02059
1.9175,1.2
1.9180,1.811
1.9185,0.5898
1.9190,-0.631
1.9195,-0.631
1.9200,-0.02059
1.9205,-0.9362
1.9210,-2.767
1.9215,-2.767
1.9220,-0.9362
1.9225,-0.02059
1.9230,-0.3258
1.9235,-1.241
1.9240,-0.3258
1.9245,0.2846
1.9250,-0.02059
1.9255,-0.631
1.9260,-0.02059
1.9265,0.2846
1.9270,-0.02059
1.9275,-1.241
1.9280,-0.9362
1.9285,-0.02059
1.9290,-0.02059
1.9295,-0.631
1.9300,-0.9362
1.9305,-0.3258
1.9310,-0.02059
1.9315,-0.02059
1.9320,-0.631
1.9325,-1.241
1.9330,-1.547
1.9335,-0.9362
1.9340,-0.02059
1.9345,0.5898
1.9350,0.895
1.9355,0.895
1.9360,0.2846
1.9365,-0.02059
1.9370,-0.3258
1.9375,-0.9362
1.9380,-1.852
1.9385,-3.073
1.9390,-2.767
1.9395,-0.9362
1.9400,-0.02059
1.9405,-0.02059
1.9410,-0.9362
1.9415,-0.02059
1.9420,1.2
1.9425,0.895
1.9430,-0.631
1.9435,-1.241
1.9440,-0.02059
1.9445,0.895
1.9450,0.5898
1.9455,0.5898
1.9460,1.811
1.9465,2.726
1.9470,2.116
1.9475,0.5898
1.9480,-0.02059
1.9485,-0.02059
1.9490,-0.02059
1.9495,-0.3258
1.9500,-0.3258
1.9505,-0.02059
1.9510,0.2846
1.9515,0.2846
1.9520,-0.02059
1.9525,-0.631
1.9530,-0.9362
1.9535,-1.241
1.9540,-1.241
1.9545,-0.9362
1.9550,-0.3258
1.9555,-0.02059
1.9560,0.5898
1.9565,1.2
1.9570,1.2
1.9575,0.5898
1.9580,-0.02059
1.9585,-0.3258
1.9590,-0.631
1.9595,-0.3258
1.9600,-0.02059
1.9605,-0.02059
1.9610,-0.02059
1.9615,-0.02059
1.9620,-0.02059
1.9625,-0.02059
1.9630,0.2846
1.9635,0.5898
1.9640,0.5898
1.9645,-0.02059
1.9650,-0.9362
1.9655,-2.157
1.9660,-2.157
1.9665,-0.9362
1.9670,-0.02059
1.9675,-0.02059
1.9680,-0.631
1.9685,-0.02059
1.9690,1.2
1.9695,1.811
1.9700,0.2846
1.9705,-0.9362
1.9710,-0.3258
1.9715,0.895
1.9720,0.895
1.9725,-0.02059
1.9730,-0.9362
1.9735,-0.631
1.9740,-0.631
1.9745,-1.241
1.9750,-0.631
1.9755,0.2846
1.9760,0.5898
1.9765,-0.3258
1.9770,-1.852
1.9775,-1.852
1.9780,-0.3258
1.9785,0.895
1.9790,1.505
1.9795,0.5898
1.9800,-0.3258
1.9805,-0.9362
1.9810,-0.02059
1.9815,0.5898
1.9820,0.5898
1.9825,-0.02059
1.9830,-0.3258
1.9835,-0.631
1.9840,-1.241
1.9845,-1.241
1.9850,-0.02059
1.9855,1.505
1.9860,1.505
1.9865,-0.02059
1.9870,-0.3258
1.9875,-0.02059
1.9880,0.2846
1.9885,-0.3258
1.9890,-0.9362
1.9895,-0.02059
1.9900,0.5898
1.9905,-0.02059
1.9910,-0.02059
1.9915,0.2846
1.9920,0.895
1.9925,-0.3258
1.9930,-3.073
1.9935,-3.683
1.9940,-1.547
1.9945,-0.02059
1.9950,-0.02059
1.9955,-0.631
1.9960,-0.3258
1.9965,0.2846
1.9970,0.2846
1.9975,-0.3258
1.9980,-0.02059
1.9985,0.5898
1.9990,0.895
1.9995,-0.02059
2.0000,-0.631
2.0005,-0.631
2.0010,-0.02059
2.0015,0.5898
2.0020,0.895
2.0025,-0.02059
2.0030,-0.9362
2.0035,-0.9362
2.0040,-0.02059
2.0045,0.5898
2.0050,0.2846
2.0055,-0.02059
2.0060,0.5898
2.0065,1.811
2.0070,1.2
2.0075,-1.241
2.0080,-3.378
2.0085,-2.767
2.0090,-1.241
2.0095,-0.9362
2.0100,-1.547
2.0105,-1.547
2.0110,-0.9362
2.0115,-0.02059
2.0120,0.2846
2.0125,0.2846
2.0130,0.2846
2.0135,0.2846
2.0140,0.5898
2.0145,0.895
2.0150,0.895
2.0155,0.5898
2.0160,0.2846
2.0165,0.895
2.0170,1.505
2.0175,1.2
2.0180,0.2846
2.0185,-0.631
2.0190,-0.3258
2.0195,0.2846
2.0200,1.2
2.0205,0.895
2.0210,0.5898
2.0215,0.2846
2.0220,0.2846
2.0225,0.2846
2.0230,-0.02059
2.0235,-0.02059
2.0240,0.5898
2.0245,0.895
2.0250,1.2
2.0255,1.2
2.0260,0.5898
2.0265,-0.3258
2.0270,-1.241
2.0275,-1.241
2.0280,-0.3258
2.0285,0.2846
2.0290,0.2846
2.0295,-0.02059
2.0300,-0.02059
2.0305,0.5898
2.0310,0.895
2.0315,1.2
2.0320,1.2
2.0325,1.505
2.0330,2.726
2.0335,3.642
2.0340,2.726
2.0345,0.2846
2.0350,-0.631
2.0355,-0.02059
2.0360,0.5898
2.0365,0.2846
2.0370,-0.02059
2.0375,0.5898
2.0380,0.895
2.0385,0.2846
2.0390,-0.02059
2.0395,0.895
2.0400,2.421
2.0405,1.811
2.0410,-0.02059
2.0415,-0.02059
2.0420,0.5898
2.0425,0.895
2.0430,-0.02059
2.0435,-0.3258
2.0440,-0.02059
2.0445,-0.3258
2.0450,-1.852
2.0455,-2.462
2.0460,-1.241
2.0465,-0.02059
2.0470,0.5898
2.0475,0.2846
2.0480,-0.02059
2.0485,-0.3258
2.0490,-0.9362
2.0495,-0.631
2.0500,-0.02059
2.0505,1.2
2.0510,1.2
2.0515,0.5898
2.0520,-0.02059
2.0525,-0.02059
2.0530,-0.02059
2.0535,-0.02059
2.0540,-0.02059
2.0545,-0.02059
2.0550,-0.3258
2.0555,-0.02059
2.0560,-0.02059
2.0565,-0.02059
2.0570,-0.02059
2.0575,0.5898
2.0580,0.895
2.0585,-0.02059
2.0590,-1.547
2.0595,-1.852
2.0600,-0.9362
2.0605,-0.3258
2.0610,-0.631
2.0615,-1.241
2.0620,-1.241
2.0625,-0.631
2.0630,-0.02059
2.0635,0.895
2.0640,1.2
2.0645,0.895
2.0650,0.2846
2.0655,-0.02059
2.0660,0.2846
2.0665,0.5898
2.0670,0.895
2.0675,0.895
2.0680,1.2
2.0685,0.5898
2.0690,-0.631
2.0695,-1.852
2.0700,-1.852
2.0705,-0.9362
2.0710,-0.3258
2.0715,-1.241
2.0720,-1.852
2.0725,-0.631
2.0730,1.505
2.0735,3.337
2.0740,3.337
2.0745,3.337
2.0750,4.252
2.0755,4.557
2.0760,2.726
2.0765,0.2846
2.0770,-0.02059
2.0775,-0.02059
2.0780,-0.631
2.0785,-3.378
2.0790,-4.904
2.0795,-4.293
2.0800,-3.378
2.0805,-3.988
2.0810,-4.904
2.0815,-4.293
2.0820,-3.073
2.0825,-2.462
2.0830,-2.157
2.0835,-1.547
2.0840,-0.9362
2.0845,-0.9362
2.0850,-0.9362
2.0855,-0.631
2.0860,-0.02059
2.0865,-0.02059
2.0870,-0.02059
2.0875,-0.02059
2.0880,0.5898
2.0885,1.2
2.0890,1.2
2.0895,0.5898
2.0900,0.5898
2.0905,1.2
2.0910,1.505
2.0915,1.2
2.0920,-0.02059
2.0925,-1.852
2.0930,-2.462
2.0935,-1.852
2.0940,-0.9362
2.0945,-1.241
2.0950,-2.157
2.0955,-1.852
2.0960,-0.3258
2.0965,1.505
2.0970,2.726
2.0975,2.726
2.0980,1.505
2.0985,0.2846
2.0990,-0.02059
2.0995,0.895
2.1000,1.811
2.1005,1.811
2.1010,1.811
2.1015,2.116
2.1020,3.031
2.1025,3.031
2.1030,2.116
2.1035,1.2
2.1040,1.2
2.1045,2.116
2.1050,2.421
