Devices
1000
,,Imported Kistler Force Plate (Internal Amplifier) - Force,,,Imported Kistler Force Plate (Internal Amplifier) - Moment,,,Imported Kistler Force Plate (Internal Amplifier) - CoP,,,Imported Kistler Force Plate (Internal Amplifier) - Force,,,Imported Kistler Force Plate (Internal Amplifier) - Moment,,,Imported Kistler Force Plate (Internal Amplifier) - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
30,2,-55.1193,70.2686,-887.763,-264031,46249.9,17494.4,352.097,747.411,0,-3.38975,2.5782,-28.6124,1323.38,-1001.9,-1305.58,886.984,403.748,0
30,3,-55.9631,69.8936,-886.508,-265094,46562.1,17879.2,352.523,749.032,0,-4.81475,2.33557,-24.6474,917.787,-287.265,-404.898,910.345,412.763,0
30,4,-56.2287,69.7148,-889.148,-265262,45629.5,17680.8,351.318,748.333,0,-2.77258,2.05762,-31.0053,-594.242,-1306.09,-983.244,879.875,469.166,0
31,0,-56.8059,70.2776,-888.527,-266269,45431.9,18217.4,351.132,749.674,0,-3.67376,1.35525,-31.2191,-165.581,225.709,-453.509,929.23,455.304,0
31,1,-56.3741,69.9397,-889.381,-266365,44275.8,17541.9,349.783,749.495,0,-3.65035,1.59834,-30.8445,981.833,-1556.23,-1050.38,871.546,418.168,0
31,2,-56.81,70.3412,-882.97,-266620,43973.5,18066,349.802,751.959,0,-4.0359,2.35638,-25.082,1489.94,1537.07,-461.766,983.282,390.597,0
31,3,-57.4602,70.3463,-883.439,-266730,44339.3,17863.8,350.189,751.923,0,-3.27343,2.09649,-25.8155,929.505,1035.77,-760.413,962.122,413.994,0
31,4,-56.1898,70.14,-892.948,-269354,42826.6,17738.5,347.961,751.646,0,-3.13648,1.51956,-25.1946,407.515,-32.2416,-609.122,920.72,433.825,0
32,0,-57.4949,70.0277,-883.892,-268222,43589.6,18342.4,349.316,753.456,0,-4.59323,1.53785,-30.0248,2093.5,-334.155,-604.596,910.871,380.274,0
32,1,-56.2123,70.6089,-885.372,-269027,41563.1,17867.4,346.944,753.858,0,-3.75131,2.33786,-29.0871,1193.93,-716.906,-1042.2,897.353,408.953,0
32,2,-57.8376,70.4895,-881.93,-269810,43135,18342.3,348.91,755.931,0,-3.4995,2.59488,-25.2658,936.896,502.755,-122.94,941.899,412.918,0
32,3,-57.6449,70.4921,-878.642,-269091,40433.9,17837.4,346.019,756.257,0,-3.58889,2.31395,-28.6344,1576.96,-2257.73,-1004.95,843.153,394.928,0
32,4,-56.895,70.6122,-877.704,-270512,41702.9,18147.7,347.514,758.205,0,-4.31581,3.11396,-27.8113,80.3897,149.989,-392.005,927.393,447.109,0
33,0,-57.7846,69.873,-884.51,-269428,41999.5,18024.9,347.483,754.607,0,-2.41498,1.81557,-30.1232,576.739,-813.496,-609.079,894.995,430.854,0
33,1,-57.5222,70.7583,-881.988,-272383,40708.1,18171.1,346.155,758.829,0,-3.17423,2.93342,-25.0506,-403.622,-398.579,-622.716,906.089,466.112,0
33,2,-57.5602,70.6807,-879.949,-271731,40318.2,18427.1,345.819,758.804,0,-3.69234,2.59477,-32.3214,2339.99,-108.075,-771.4,918.656,377.602,0
33,3,-57.422,70.7381,-880.196,-271261,39897.3,18131.8,345.328,758.183,0,-3.33166,1.23887,-31.3032,1578.39,-1006.17,-941.545,889.857,399.577,0
33,4,-59.1104,71.2852,-874.163,-271863,39588.1,18598.1,345.287,760.998,0,-2.9745,1.71667,-31.3599,2016.99,517.963,-643.187,938.517,385.682,0
34,0,-57.8647,70.9238,-881.119,-272939,38383.2,18357.4,343.562,759.765,0,-3.75101,1.59834,-32.4325,481.234,-1551.74,-973.354,874.155,435.162,0
34,1,-58.6458,71.0082,-877.064,-271956,39017.6,18833.4,344.487,760.075,0,-4.23475,1.85455,-26.4683,312.935,-236.423,-323.033,913.068,438.177,0
34,2,-59.2353,70.1701,-882.52,-273087,37282.3,18617.8,342.245,759.44,0,-3.67039,2.31797,-28.0605,-222.054,-306.165,-1144.35,911.089,457.913,0
34,3,-58.5462,71.01,-880.083,-275479,38377.3,18823.4,343.606,763.015,0,-3.89558,1.90065,-27.1743,-820.71,658.263,-741.04,946.224,480.202,0
34,4,-59.3965,71.3147,-874.307,-273272,36817.3,18673.5,342.11,762.559,0,-3.19252,1.49611,-29.0799,1364.97,-284.345,-723.944,912.222,403.062,0
35,0,-59.2187,70.4114,-875.789,-274556,37250.3,18396.6,342.533,763.495,0,-3.49247,1.85972,-27.6593,228.717,-396.907,-1015.63,907.65,441.731,0
35,1,-60.163,70.0547,-873.215,-272636,37025.5,18730.8,342.401,762.221,0,-3.89148,2.47517,-23.8597,266.919,-604.2,-835.374,896.677,438.813,0
35,2,-59.6605,70.7133,-874.445,-275871,35063.5,18532.8,340.098,765.481,0,-2.17428,1.77578,-30.3528,885.367,-642.068,-715.607,900.847,420.831,0
35,3,-59.073,70.8775,-872.176,-275347,35867.4,18909.8,341.124,765.702,0,-4.27425,1.89549,-34.3109,500.561,-90.8618,-440.364,919.352,435.411,0
35,4,-59.1175,70.0551,-876.622,-276069,34443.8,18608.5,339.292,764.924,0,-2.99089,0.878936,-33.2911,913.513,-1046.06,-1001.94,890.579,422.56,0
36,0,-59.4791,71.1006,-865.765,-276651,35201.7,18780.6,340.66,769.545,0,-3.19969,1.93424,-30.6706,-162.228,-85.3628,19.5049,919.217,455.289,0
36,1,-59.3625,71.4831,-866.69,-276955,34869.6,18539.9,340.233,769.555,0,-3.97005,1.05913,-29.8693,3332.85,-772.422,-997.951,896.14,338.419,0
36,2,-59.1788,71.0015,-868.576,-277523,33773.2,18693.4,338.883,769.515,0,-2.77712,1.99863,-27.5516,2428.69,510.956,-612.652,940.545,361.849,0
36,3,-60.266,70.3629,-865.21,-276442,33723,18851,338.977,769.508,0,-4.00971,2.13697,-27.2444,3209.5,-250.266,-1060.03,912.814,332.196,0
36,4,-59.2831,71.7049,-865.112,-278302,32504.8,18502,337.573,771.694,0,-3.01108,1.72,-29.3988,1439.4,-691.693,-1207.7,898.472,401.039,0
37,0,-59.5635,71.2703,-866.617,-276716,33682.2,18866.5,338.866,769.306,0,-3.69454,1.85604,-25.277,558.354,13.7862,-523.534,922.545,427.911,0
37,1,-60.1279,71.8285,-863.779,-278430,31947.6,18711.6,336.986,772.34,0,-3.11321,1.65756,-34.875,-375.662,-342.806,-802.295,912.171,460.772,0
37,2,-58.3166,72.0962,-863.549,-279868,32579.5,18867.6,337.727,774.09,0,-4.21514,1.25601,-27.8872,110.803,326.931,-287.745,933.723,446.027,0
37,3,-60.0911,72.0151,-859.972,-276423,31071.1,18703.8,336.13,771.432,0,-3.54939,1.13928,-32.6503,1596.79,-912.317,-1142.51,894.058,401.094,0
37,4,-59.4651,72.4578,-856.909,-278890,31382.2,18870.1,336.623,775.461,0,-3.53461,1.59627,-29.1472,1630.12,55.5599,-508.234,923.906,394.073,0
38,0,-59.4653,71.6036,-866.832,-278575,31464.9,19162.5,336.299,771.372,0,-3.89163,1.2368,-30.7264,1604.81,572.832,-720.091,940.643,397.771,0
38,1,-59.4449,72.7792,-860.414,-279220,30349.7,18894.4,335.273,774.518,0,-3.7734,2.39801,-31.5377,-47.2554,-0.485474,-860.442,921.985,451.498,0
38,2,-59.8077,73.4668,-856.273,-279757,29992.8,19099.5,335.027,776.715,0,-3.57368,1.95574,-27.3042,2841.42,1072.69,-617.424,961.287,345.935,0
38,3,-59.4712,73.2254,-862.427,-281100,28648.3,18658.6,333.218,775.941,0,-3.37102,1.67688,-30.4392,2179.93,-1488.22,-930.645,873.108,378.384,0
38,4,-59.9469,73.993,-855.794,-281148,29608.9,19405,334.598,778.523,0,-4.2368,1.69758,-24.5649,1193.68,-533.654,-319.937,900.276,401.407,0
39,0,-60.4369,73.5102,-855.161,-280623,28162.2,18893.4,332.932,778.153,0,-4.23006,1.67688,-27.7432,1019.63,-903.818,-908.572,889.422,413.248,0
39,1,-58.843,73.8118,-856.666,-282436,27917,19102.3,332.588,779.692,0,-2.85803,2.23667,-27.8898,1003.08,-415.347,-414.273,907.108,414.034,0
39,2,-59.5102,74.5178,-853.52,-280924,28518.7,19081.5,333.413,779.136,0,-3.76989,2.3319,-32.0176,2489.17,-969.076,-739.254,891.733,372.256,0
39,3,-57.3347,75.8819,-854.523,-282670,26737.4,19103.7,331.289,780.793,0,-3.65327,2.29647,-27.8257,1468.57,-1221.1,-758.613,878.116,397.223,0
39,4,-59.9099,74.9468,-853.202,-282429,27984.8,19605.9,332.8,781.023,0,-3.75526,1.91561,-27.3183,2399.74,153.429,-425.65,927.616,362.156,0
40,0,-59.7176,75.4786,-847.723,-282339,25743.5,18605.9,330.368,783.056,0,-3.92908,1.32051,-25.0726,-950.215,-1290.18,-1242.67,870.542,487.899,0
40,1,-59.3475,77.0083,-851.863,-282664,27314.2,19340.6,332.064,781.818,0,-3.19398,1.27797,-29.8624,634.268,548.003,-680.37,940.351,428.76,0
40,2,-59.7386,75.7693,-850.378,-282267,26204.7,18921.8,330.815,781.932,0,-3.47272,0.979325,-28.5334,1201.68,-947.681,-809.803,888.787,407.885,0
40,3,-59.4325,77.3508,-849.665,-284228,26303.5,19093.9,330.957,784.518,0,-4.23533,2.13594,-26.5295,695.074,614.13,-418.112,945.149,423.8,0
40,4,-59.8992,76.9167,-848.783,-285809,25202.8,19129.4,329.693,786.728,0,-4.5881,1.41516,-27.171,1311.65,99.4496,-875.98,925.66,401.726,0
41,0,-60.1842,77.956,-847.784,-284191,25330.8,18783.8,329.879,785.216,0,-3.23685,2.83728,-26.5389,2061.86,-443.255,-627.894,905.298,372.308,0
41,1,-60.8438,78.4244,-844.581,-283811,25287,19416.5,329.94,786.038,0,-4.51378,2.03406,-24.1699,1846.24,-668.846,-374.515,894.327,373.614,0
41,2,-59.9575,78.5583,-850.284,-284419,23151.5,19169.8,327.228,784.498,0,-3.37161,1.85822,-23.7938,2136.12,-2017.54,-1004.71,837.208,360.224,0
41,3,-60.4782,78.6265,-846.065,-284479,24559.9,19687.9,329.028,786.237,0,-3.89353,2.15549,-22.6617,1437.89,-321.649,-605.933,907.807,386.55,0
41,4,-60.7875,79.0285,-846.981,-285598,23269.7,19220.9,327.474,787.196,0,-2.93016,2.11536,-30.4644,1033.61,-2448.51,-1037.76,841.627,416.072,0
42,0,-60.1387,79.2113,-852.985,-287524,23021.3,19606.8,326.989,787.08,0,-2.73439,2.29589,-26.1545,280.176,-391.059,-731.874,907.048,439.288,0
42,1,-60.4852,79.3159,-843.234,-283611,22070.2,19481.5,326.173,786.338,0,-3.86968,1.93642,-29.6373,1529.78,-527.716,-1005.64,904.194,398.383,0
42,2,-60.4059,81.0778,-843.212,-287889,22889.8,19289.6,327.146,791.419,0,-3.03156,1.65756,-29.4986,-1094.61,-744.17,-970.166,896.773,487.107,0
42,3,-61.3313,80.06,-844.707,-286277,22761.3,19560.9,326.946,788.907,0,-3.65196,1.63583,-32.5612,1704.25,-93.1782,-720.639,919.138,397.66,0
42,4,-61.6751,80.0206,-845.018,-286820,21107.4,19493.9,324.979,789.424,0,-2.911,1.45965,-31.9402,1196.36,-834.053,-1157.42,895.887,412.544,0
43,0,-61.4655,81.1762,-845.552,-287166,21869.4,20535.4,325.864,789.619,0,-4.11403,2.79543,-28.7489,1116.01,537.632,-638.077,940.701,411.181,0
43,1,-60.9284,80.6251,-846.183,-287847,20294.1,19697,323.983,790.171,0,-3.27109,1.53659,-32.3376,1281.95,-864.023,-891.591,895.281,410.357,0
43,2,-62.3541,81.6469,-838.44,-287880,20952.4,19975.1,324.99,793.351,0,-4.4712,1.85845,-30.811,889.64,655.021,-915.209,943.259,421.126,0
43,3,-61.8176,81.4753,-845.864,-287856,21069.3,19802.2,324.909,790.31,0,-3.11175,1.71678,-32.2584,1763.45,-1056.17,-896.051,889.259,395.334,0
43,4,-61.5955,81.9958,-844.383,-289167,20972.8,19804.8,324.838,792.459,0,-3.79286,2.13823,-26.7006,1131.84,-179.395,-879.864,915.281,407.61,0
44,0,-62.9212,81.9145,-839.589,-288930,20842.9,20028.2,324.825,794.132,0,-3.47228,2.5137,-27.0925,730.99,514.178,-714.41,940.979,423.019,0
44,1,-61.9978,81.2285,-846.63,-289506,19769.8,19643.4,323.351,791.951,0,-2.07259,2.33786,-34.6443,-1357.42,-617.702,-1142.22,904.17,489.182,0
44,2,-63.019,82.9853,-840.848,-289633,21010.3,20532.7,324.987,794.453,0,-3.29377,1.75497,-29.8761,273.044,-178.439,-553.448,916.027,440.861,0
44,3,-63.2082,82.9059,-840.049,-290834,19187,20009,322.84,796.211,0,-3.37307,1.05706,-32.7527,335.203,-1608.6,-638.175,872.887,439.766,0
44,4,-62.6766,83.3449,-845.856,-290583,18756.8,20476.1,322.175,793.537,0,-2.53847,1.756,-28.9887,474.735,496.4,-280.319,939.124,433.623,0
45,0,-64.1727,82.9042,-839.438,-289467,19207.2,20109.1,322.881,794.834,0,-3.82724,0.936781,-34.8634,860.231,-133.751,-1091.93,918.164,425.326,0
45,1,-63.4482,83.9277,-838.658,-289791,19197.4,20098.8,322.891,795.542,0,-3.31279,1.43873,-32.708,1645.17,389.229,-861.975,933.9,399.701,0
45,2,-63.4198,83.8348,-843.099,-290802,18394.5,20951.9,321.818,794.92,0,-2.90968,1.21874,-27.6484,1130.33,66.945,-1174.17,924.421,409.118,0
45,3,-63.6887,84.0711,-844.736,-291359,17803.8,20296.8,321.076,794.911,0,-3.43058,2.25944,-26.552,1911.35,-1033.3,-1254.97,883.084,378.015,0
45,4,-64.2078,84.5754,-838.612,-293691,18496,20734.5,322.055,800.21,0,-4.57274,2.17676,-26.1381,2206.4,311.763,-687.458,933.928,365.587,0
46,0,-65.4022,84.9211,-846.363,-292427,17364.6,20497.9,320.517,795.511,0,-3.84583,1.13802,-33.3765,1341.69,-1479.83,-1350.54,877.663,409.802,0
46,1,-66.4471,83.7189,-839.25,-294010,17835.2,20720.1,321.251,800.325,0,-2.85452,1.75657,-26.3653,1394.68,601.144,-657.345,944.801,397.102,0
46,2,-66.024,85.1048,-844.792,-291925,17139.9,20809.5,320.289,795.558,0,-3.9064,1.35777,-35.9709,2443.34,-924.989,-1308.63,896.285,382.075,0
46,3,-65.7217,85.3793,-846.75,-294178,17399.8,20581.6,320.549,797.421,0,-3.49262,2.43504,-30.823,536.211,-99.8769,-763.18,918.76,432.604,0
46,4,-67.4954,85.6882,-846.052,-292769,18207.4,20815.7,321.52,796.041,0,-3.75175,2.31384,-26.2751,2388.65,1331.84,-702.773,972.688,359.091,0
47,0,-66.3918,86.3676,-848.454,-294499,16555.9,20422.7,319.513,797.101,0,-3.16822,1.12111,-32.0103,484.91,29.4201,-1433.65,922.919,434.851,0
47,1,-67.5124,86.3094,-844.868,-293359,17177.1,21014,320.331,797.225,0,-3.2348,1.31569,-30.7188,1279.7,1068.11,-437.245,956.771,408.341,0
47,2,-68.305,86.1104,-844.235,-294516,16174,20584.8,319.158,798.855,0,-2.13507,1.05867,-30.9,1366.68,-230.173,-729.117,914.551,405.771,0
47,3,-68.2578,85.074,-845.795,-295563,16992.4,21307.4,320.09,799.449,0,-3.37468,1.5175,-27.7896,819.914,1193.52,-597.789,964.948,420.496,0
47,4,-68.8476,85.2315,-850.256,-294589,16418.2,20809.3,319.31,796.471,0,-3.35156,1.37629,-25.683,1551.63,-922.662,-785.191,886.075,389.585,0
48,0,-67.9981,86.6522,-845.862,-295825,16602.2,20930,319.628,799.732,0,-3.83295,2.51542,-24.7989,1764.69,-408.633,-727.797,905.522,378.84,0
48,1,-68.7439,85.6138,-845.708,-296652,16808.8,21060.7,319.875,800.773,0,-3.71253,1.89296,-26.2045,3390.29,315.411,-494.403,934.037,320.622,0
48,2,-68.7666,85.6328,-848.821,-297188,14975,20846.5,317.642,800.119,0,-3.31015,2.35684,-33.5269,1686.93,-979.749,-1139.32,892.777,399.684,0
48,3,-69.8688,86.3998,-843.427,-297182,16401.4,21432.6,319.446,802.35,0,-3.8511,1.89503,-28.9166,1335.72,-12.0014,-763.893,921.585,403.808,0
48,4,-68.9921,85.614,-848.976,-296808,15448.1,20617.4,318.196,799.607,0,-4.04848,1.41895,-29.5785,807.343,-1631.58,-1188.15,866.839,422.705,0
49,0,-70.0303,85.2925,-846.956,-296665,15801,21238.6,318.656,800.273,0,-2.73878,1.8174,-27.1792,59.9537,-41.3037,-337.301,920.48,447.794,0
49,1,-70.5188,84.9576,-846.783,-297339,15176.5,21116.4,317.923,801.14,0,-3.8072,1.33822,-29.9388,2328.24,101.379,-1275.16,925.386,372.233,0
49,2,-69.2484,85.8553,-854.043,-298893,14923.6,21030.3,317.474,799.974,0,-2.55354,2.04014,-29.5503,1349.19,-285.014,-1100.76,912.355,404.343,0
49,3,-70.3931,85.2012,-846.155,-297381,15465.3,21564.8,318.277,801.45,0,-4.70984,1.39802,-30.5577,3606.91,619.5,-899.365,942.273,331.964,0
49,4,-70.2192,85.7596,-850.371,-298268,13617.7,20933.2,316.014,800.75,0,-3.19032,1.937,-30.3579,1502.99,-1115.88,-1076.37,885.242,400.491,0
50,0,-70.6936,85.6585,-851.4,-297870,15660.9,21537.3,318.394,799.859,0,-3.9544,2.41446,-26.5384,2148.78,-434.652,-485.809,905.622,369.031,0
50,1,-72.1478,85.1602,-852.715,-298087,14976.9,21380,317.564,799.573,0,-4.3676,1.41677,-27.4261,1554.54,-930.67,-1070.47,888.066,393.319,0
50,2,-69.8149,85.6998,-855.131,-300542,14760.5,21045.2,317.261,801.457,0,-4.19261,2.17756,-26.3267,-665.277,-1003.7,-809.516,883.875,475.27,0
50,3,-70.9598,84.3398,-856.616,-298624,15106.5,21417.5,317.635,798.609,0,-4.32868,1.35548,-24.1763,1025.25,-582.186,-867.875,897.919,407.593,0
50,4,-70.6407,85.7179,-854.724,-300735,15320.8,20979.2,317.925,801.851,0,-3.98746,1.8764,-26.4938,-1247.22,-986.622,-1188.62,884.76,497.076,0
51,0,-70.4988,85.7215,-855.432,-299338,15065.8,21177.7,317.612,799.926,0,-3.27138,1.7744,-24.9411,2998.76,58.7561,-746.459,924.356,329.766,0
51,1,-71.0847,84.7578,-856.777,-298377,14390.6,21013.6,316.796,798.256,0,-2.95094,2.35627,-22.5922,540.597,-889.702,-1069.92,882.619,426.072,0
51,2,-72.2662,85.2803,-855.119,-300791,16283.9,21540.7,319.043,801.753,0,-3.59387,1.81557,-28.1923,1359.23,721.961,-558.634,947.608,401.787,0
51,3,-70.6618,84.6237,-856.985,-300819,14092.3,21247.2,316.444,801.02,0,-2.74931,0.659756,-31.9351,2041.52,-1040.99,-1204.82,889.403,386.073,0
51,4,-70.8948,84.4198,-857.539,-301192,15663.3,21726.5,318.265,801.228,0,-4.05404,3.21137,-26.3085,112.917,18.5938,-423.337,922.707,445.708,0
52,0,-71.3252,84.6837,-853.566,-299291,15275.6,21333.5,317.896,800.636,0,-3.90801,1.19724,-27.7389,1436.33,-855.468,-1087.71,891.16,398.22,0
52,1,-70.7369,85.4028,-857.374,-301624,14835.5,21514.9,317.303,801.8,0,-3.81144,1.5183,-27.9697,983.753,-212.579,-907.536,914.4,414.828,0
52,2,-71.7469,84.1612,-851.596,-300168,14400.8,21381.7,316.91,802.476,0,-4.01,1.93573,-26.6342,2195.59,-1249.92,-906.254,875.071,367.565,0
52,3,-71.4291,84.9592,-854.787,-301620,13712.2,20913,316.042,802.86,0,-2.07406,2.07763,-26.3998,684.75,-1177.22,-939.409,877.408,424.062,0
52,4,-71.1993,84.2647,-861.274,-300592,14634.5,21765.8,316.992,799.008,0,-3.5153,2.21506,-22.4129,1586.19,108.148,-466.67,926.825,379.229,0
53,0,-71.5846,84.541,-859.564,-301120,13735.4,21420.7,315.98,800.318,0,-3.04488,2.25714,-28.706,492.617,-1341.49,-1682.04,875.268,432.839,0
53,1,-70.9387,85.2528,-856.423,-302288,14324.7,21882.1,316.726,802.966,0,-2.85511,1.49508,-31.3784,-1205.67,346.378,-446.243,933.039,488.424,0
53,2,-71.3469,84.5244,-863.221,-300217,14070.3,21269.7,316.3,797.787,0,-3.02937,1.65595,-26.3259,-1096.85,-344.841,-1062.56,908.901,491.664,0
53,3,-71.9684,85.3436,-854.63,-301817,13809.2,21360.3,316.158,803.155,0,-2.41454,2.99116,-33.5129,563.4,233.712,-538.607,928.974,433.189,0
53,4,-71.6882,84.9463,-858.533,-301234,13531.6,21376.6,315.761,800.87,0,-3.52802,0.698052,-27.2457,1355.47,221.828,-1107.5,930.142,400.25,0
54,0,-70.7037,84.0591,-861.664,-301228,13506.3,21015.7,315.675,799.589,0,-2.93339,1.3572,-28.8557,1328.15,-1147.96,-729.728,882.217,403.973,0
54,1,-71.8656,84.662,-856.419,-301501,14117.2,21516.1,316.484,802.049,0,-3.39122,1.69678,-28.2773,1886.07,-168.343,-905.471,916.047,383.301,0
54,2,-71.1288,84.8424,-860.007,-303123,12828.3,20914.2,314.917,802.466,0,-3.03025,1.99634,-32.5792,2334.06,-1559.86,-1066.87,874.121,378.357,0
54,3,-71.3214,84.7032,-858.935,-301058,14082.1,21580.4,316.395,800.502,0,-3.15565,1.75497,-28.443,997.439,-117.748,-392.848,917.86,414.932,0
54,4,-71.7534,85.3842,-860.187,-301177,12826.7,20919.3,314.912,800.129,0,-3.52875,1.19782,-33.5431,-1427.42,-900.328,-1109.12,895.159,492.555,0
55,0,-70.4002,85.8671,-858.768,-302739,13407,21227.9,315.612,802.527,0,-3.49305,2.33488,-30.9707,28.8054,930.108,-691.849,952.032,449.07,0
55,1,-71.6696,84.7839,-858,-299410,13150.5,21194.9,315.327,798.962,0,-3.78642,1.85604,-26.3931,718.841,-316.283,-1285.36,910.016,422.764,0
55,2,-70.8061,85.4815,-857.52,-300356,13430.7,20842.6,315.662,800.261,0,-3.6461,2.0168,-31.9417,456.192,-723.548,-1418.36,899.348,435.718,0
55,3,-69.8736,84.6875,-861.579,-300563,13574.7,21563.8,315.756,798.852,0,-2.31358,1.71667,-30.5078,1044.76,-336.061,-818.792,910.984,415.754,0
55,4,-70.4233,84.9415,-855.333,-300548,12161.1,20904.4,314.218,801.382,0,-2.45244,0.938044,-30.1453,-80.7447,-2173.97,-871.309,849.884,452.679,0
56,0,-70.9446,85.4668,-856.101,-301724,12916.1,21224.9,315.087,802.439,0,-2.79409,1.49634,-32.5585,-72.7459,557.362,-643.351,939.119,452.234,0
56,1,-70.6468,83.3741,-857.125,-300940,12486.9,20650.3,314.568,801.103,0,-3.16925,1.12031,-31.6203,623.932,-452.49,-1277.13,907.69,430.268,0
56,2,-71.67,84.5193,-855.026,-300794,12855.6,21018.9,315.035,801.795,0,-3.29465,1.95712,-27.864,1322.21,1108.05,-662.416,961.767,402.548,0
56,3,-70.7482,84.6421,-857.986,-300292,12837.3,20774.9,314.962,799.997,0,-3.4095,1.37709,-33.4034,3109.68,1009.83,-1032.51,952.232,356.905,0
56,4,-69.1124,84.1759,-863.154,-299493,12576.3,20876.8,314.57,796.975,0,-3.46789,1.97701,-30.4127,2365.9,148.301,-1280.15,926.876,372.207,0
57,0,-70.882,85.1074,-854.319,-301282,13220.8,21431.6,315.475,802.658,0,-4.73311,2.31567,-23.8332,1584.27,840.38,-576.947,957.261,383.527,0
57,1,-70.5097,84.8218,-856.48,-302163,10842.2,20520.5,312.659,802.796,0,-2.96791,2.01634,-30.7572,-78.2658,-482.975,-1301.83,906.297,452.545,0
57,2,-69.8596,84.3385,-854.084,-299821,12817.5,20826,315.007,801.044,0,-2.97289,1.05695,-28.5857,2174.03,536.074,-700.212,940.753,373.947,0
57,3,-71.2329,84.2609,-851.024,-300129,12686.6,20684.9,314.907,802.668,0,-4.02448,1.83764,-26.9383,1246.01,47.3422,-1551.95,923.758,403.746,0
57,4,-70.1619,84.0538,-856.027,-301887,12787.6,20666.5,314.938,802.661,0,-2.91275,2.33568,-32.6293,1499.63,547.532,-856.105,938.78,404.04,0
58,0,-70.826,83.8598,-856.508,-299270,12430.3,20967.1,314.513,799.407,0,-3.55143,1.93505,-29.2343,1448.8,-129.319,-779.672,917.576,400.442,0
58,1,-70.4453,84.3389,-854.063,-301949,11247.5,20736,313.169,803.544,0,-2.61192,1.21782,-32.9724,1709.71,-1267.19,-932.753,883.568,398.147,0
58,2,-70.1202,85.0206,-850.082,-300470,12885.3,20926.4,315.158,803.459,0,-4.15207,1.6778,-31.2268,1788.17,-846.06,-793.962,894.906,392.736,0
58,3,-70.5658,84.2352,-854.236,-300425,12038.8,20633.4,314.093,801.689,0,-3.07063,1.26152,-33.6075,1103.55,-1140.68,-1271.63,888.059,417.164,0
58,4,-71.1106,84.7593,-851.348,-300590,12184.2,20670.6,314.312,803.075,0,-3.05556,0.95943,-28.9159,2554.74,-457.797,-597.818,906.168,361.649,0
59,0,-69.743,84.2527,-856.101,-300535,12650,20319.4,314.776,801.051,0,-4.11023,1.27521,-29.3185,2271.43,-844.562,-715.753,893.194,372.526,0
59,1,-69.1328,84.2155,-854.474,-299581,12562.3,20838.8,314.702,800.603,0,-2.71801,1.65928,-24.8102,382.27,-607.536,-523.06,897.513,434.592,0
59,2,-70.4247,83.6957,-850.644,-298601,12227.5,20711.6,314.374,801.029,0,-4.94936,1.95609,-27.0123,1617.09,152.503,-871.478,927.646,390.135,0
59,3,-69.1784,84.2758,-856.121,-299105,11004.6,20476.4,312.854,799.372,0,-3.25177,1.61892,-27.8199,1929.51,-1110.71,-1013.1,882.075,380.643,0
59,4,-70.7405,83.33,-850.412,-298922,11933.2,20985,314.032,801.503,0,-3.65254,1.89732,-28.4319,1559,476.234,-819.896,938.75,395.167,0
60,0,-69.806,84.0502,-847.747,-299208,11093,20067,313.085,802.945,0,-2.85057,1.69792,-31.6491,-567.598,-1704.2,-1122.78,868.153,467.934,0
60,1,-69.4964,82.9877,-852.917,-298722,12155.5,20593.6,314.252,800.236,0,-2.99425,2.11685,-27.4176,-1279.75,422.709,-748.17,937.417,496.676,0
60,2,-70.0062,83.354,-850.18,-298016,11348.8,20365.2,313.349,800.533,0,-3.44843,1.4976,-28.2864,-20.0993,362.87,-1189.06,934.828,450.711,0
60,3,-68.716,83.8501,-851.885,-300230,11506.4,20240.6,313.507,802.43,0,-3.17525,1.53843,-31.4619,-1234.96,246.821,-641.323,929.845,489.252,0
60,4,-69.2004,82.8279,-851.745,-297665,11892.5,20189.2,313.963,799.476,0,-4.48568,1.677,-31.0506,1069.82,571.29,-1301.09,940.399,415.546,0
61,0,-69.0197,83.7688,-846.97,-298075,10652.9,20092.2,312.578,801.931,0,-3.05073,1.36041,-33.9184,336.925,-575.065,-1201.88,905.046,440.067,0
61,1,-68.2038,83.9108,-844.317,-298729,11424.8,20861.9,313.531,803.811,0,-3.35478,2.4547,-28.6651,3449.16,-22.8265,-553.682,921.204,329.674,0
61,2,-69.3632,82.2458,-846.664,-297563,11065.4,20054.3,313.069,801.454,0,-3.30942,1.93826,-33.7576,1702.34,-991.615,-1238.3,892.625,399.572,0
61,3,-69.757,83.046,-846.195,-299215,11612.8,20613.3,313.724,803.6,0,-4.98828,3.05394,-24.7149,938.984,241.325,-1007.66,931.764,412.007,0
61,4,-68.457,82.8106,-850.634,-298867,10901.1,20161.8,312.815,801.346,0,-2.56993,1.87628,-28.7524,2055.38,13.7036,-1133.12,922.477,378.514,0
62,0,-68.3941,83.1838,-847.216,-297589,10761.8,20039.6,312.703,801.255,0,-3.33298,2.55762,-22.4462,-726.561,-1035.59,-958.968,875.863,482.369,0
