Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
13.940	4.264868	-7.193712	666.477491	-4.850556	47.831581	1.138257	-7.176774	-0.727790
13.950	4.274242	-7.217288	666.390614	-4.840785	47.797511	1.136158	-7.172597	-0.726419
13.960	4.305388	-7.255680	666.249517	-4.829712	47.750557	1.133896	-7.167068	-0.724910
13.970	4.359472	-7.300432	666.090891	-4.819507	47.696014	1.132761	-7.160586	-0.723551
13.980	4.432630	-7.340477	665.950571	-4.811750	47.639110	1.133921	-7.153550	-0.722539
13.990	4.516478	-7.366037	665.855884	-4.806628	47.583530	1.138022	-7.146221	-0.721872
14.000	4.600437	-7.372134	665.820625	-4.802883	47.530876	1.145023	-7.138691	-0.721348
14.010	4.674767	-7.360274	665.844515	-4.798373	47.481178	1.154301	-7.130971	-0.720645
14.020	4.732793	-7.337592	665.917206	-4.790884	47.434058	1.164949	-7.123116	-0.719441
14.030	4.771557	-7.313709	666.024182	-4.778759	47.389862	1.176110	-7.115337	-0.717505
14.040	4.791165	-7.296817	666.150687	-4.761122	47.350163	1.187146	-7.108026	-0.714722
14.050	4.793813	-7.291036	666.281545	-4.737776	47.317374	1.197565	-7.101709	-0.711077
14.060	4.783265	-7.296204	666.398583	-4.709072	47.293710	1.206793	-7.096910	-0.706645
14.070	4.764833	-7.309419	666.480056	-4.675909	47.280029	1.214000	-7.093990	-0.701583
14.080	4.745192	-7.326730	666.505033	-4.639813	47.275098	1.218158	-7.092984	-0.696141
14.090	4.731396	-7.343976	666.461225	-4.602927	47.275719	1.218355	-7.093544	-0.690652
14.100	4.729095	-7.357027	666.351475	-4.567778	47.277807	1.214210	-7.095025	-0.685491
14.110	4.740750	-7.362223	666.195313	-4.536751	47.278090	1.206221	-7.096731	-0.680994
14.120	4.764764	-7.357356	666.025495	-4.511322	47.275591	1.195856	-7.098165	-0.677350
14.130	4.796006	-7.342806	665.881470	-4.491330	47.272071	1.185273	-7.099172	-0.674494
14.140	4.827355	-7.322017	665.801315	-4.474677	47.271115	1.176703	-7.099883	-0.672074
14.150	4.851542	-7.300759	665.813016	-4.457751	47.276354	1.171762	-7.100545	-0.669520
14.160	4.862860	-7.285203	665.926489	-4.436495	47.289762	1.171026	-7.101349	-0.666214
14.170	4.858649	-7.279505	666.128628	-4.407739	47.310853	1.174003	-7.102360	-0.661695
14.180	4.840266	-7.284060	666.383590	-4.370249	47.336969	1.179430	-7.103562	-0.655816
14.190	4.812859	-7.295401	666.639246	-4.325085	47.364327	1.185669	-7.104941	-0.648789
14.200	4.783635	-7.307858	666.838737	-4.275193	47.389275	1.191085	-7.106557	-0.641113
14.210	4.759325	-7.316109	666.934058	-4.224403	47.409386	1.194383	-7.108557	-0.633406
14.220	4.744058	-7.317368	666.897628	-4.176199	47.424115	1.194890	-7.111154	-0.626213
14.230	4.738409	-7.312212	666.728650	-4.132717	47.434891	1.192759	-7.114572	-0.619850
14.240	4.739696	-7.303857	666.453248	-4.094437	47.444621	1.188967	-7.118972	-0.614362
14.250	4.743222	-7.296520	666.119226	-4.060647	47.456855	1.185010	-7.124378	-0.609598
14.260	4.744001	-7.293931	665.786851	-4.030202	47.474958	1.182324	-7.130654	-0.605329
14.270	4.738270	-7.298581	665.517122	-4.001981	47.501596	1.181703	-7.137547	-0.601334
14.280	4.724201	-7.311458	665.359506	-3.974762	47.538506	1.183029	-7.144785	-0.597386
14.290	4.701787	-7.331670	665.341642	-3.946783	47.586347	1.185456	-7.152167	-0.593196
14.300	4.672418	-7.355909	665.463021	-3.915507	47.644416	1.187868	-7.159589	-0.588388
14.310	4.638644	-7.378384	665.693566	-3.878024	47.710239	1.189300	-7.166997	-0.582554
14.320	4.604149	-7.391858	665.977379	-3.832099	47.779307	1.189118	-7.174314	-0.575410
14.330	4.573391	-7.389786	666.242381	-3.777447	47.845344	1.187006	-7.181372	-0.566978
14.340	4.550655	-7.368627	666.416569	-3.716426	47.901386	1.182892	-7.187904	-0.557673
14.350	4.538912	-7.329128	666.449069	-3.653544	47.941535	1.176938	-7.193578	-0.548211
14.360	4.539181	-7.275992	666.329380	-3.593852	47.962855	1.169615	-7.198070	-0.539351
14.370	4.550547	-7.216327	666.095328	-3.541051	47.966619	1.161752	-7.201164	-0.531613
14.380	4.570416	-7.157800	665.823374	-3.496329	47.958275	1.154430	-7.202852	-0.525114
14.390	4.594751	-7.107128	665.603267	-3.458383	47.945959	1.148718	-7.203384	-0.519586
14.400	4.618553	-7.069086	665.507447	-3.424389	47.938020	1.145378	-7.203228	-0.514553
14.410	4.636859	-7.045890	665.568095	-3.391286	47.940497	1.144675	-7.202944	-0.509533
14.420	4.646077	-7.036833	665.769957	-3.356733	47.955527	1.146335	-7.203018	-0.504188
14.430	4.645009	-7.038184	666.058566	-3.319421	47.981215	1.149612	-7.203753	-0.498368
14.440	4.634971	-7.043630	666.357489	-3.278856	48.012838	1.153425	-7.205267	-0.492057
14.450	4.618921	-7.045512	666.587630	-3.234941	48.044717	1.156561	-7.207562	-0.485299
14.460	4.600177	-7.036743	666.684655	-3.187736	48.072032	1.157951	-7.210610	-0.478147
14.470	4.581578	-7.012916	666.613093	-3.137440	48.092114	1.156947	-7.214397	-0.470654
14.480	4.565629	-6.973919	666.375949	-3.084518	48.105038	1.153522	-7.218904	-0.462880
14.490	4.555216	-6.924288	666.017537	-3.029844	48.113544	1.148301	-7.224066	-0.454920
14.500	4.553875	-6.871827	665.616613	-2.974907	48.122341	1.142388	-7.229739	-0.446940
14.510	4.564863	-6.824791	665.268521	-2.921976	48.136941	1.137021	-7.235716	-0.439217
14.520	4.589363	-6.788858	665.059561	-2.873953	48.162194	1.133172	-7.241787	-0.432135
14.530	4.624943	-6.765301	665.042129	-2.833705	48.200823	1.131254	-7.247785	-0.426094
14.540	4.665242	-6.751115	665.220534	-2.803065	48.252401	1.131063	-7.253595	-0.421374
14.550	4.701054	-6.740921	665.552634	-2.782053	48.313195	1.132000	-7.259110	-0.418006
14.560	4.722439	-6.729753	665.964916	-2.768711	48.377144	1.133452	-7.264218	-0.415744
14.570	4.721348	-6.715414	666.373795	-2.759581	48.437755	1.135092	-7.268856	-0.414119
14.580	4.694230	-6.699237	666.705825	-2.750628	48.490201	1.136914	-7.273103	-0.412570
14.590	4.643747	-6.684911	666.912115	-2.738273	48.532772	1.138982	-7.277236	-0.410590
14.600	4.578618	-6.676059	666.975328	-2.720199	48.567188	1.141118	-7.281707	-0.407841
14.610	4.511146	-6.673814	666.909613	-2.695679	48.597834	1.142767	-7.287020	-0.404205
14.620	4.453101	-6.675605	666.754219	-2.665448	48.630320	1.143171	-7.293590	-0.399765
14.630	4.411519	-6.675777	666.561260	-2.631340	48.669860	1.141785	-7.301633	-0.394763
14.640	4.386201	-6.667936	666.379645	-2.595920	48.719867	1.138676	-7.311128	-0.389556
14.650	4.370017	-6.648003	666.240226	-2.562172	48.781052	1.134632	-7.321841	-0.384572
14.660	4.351971	-6.616440	666.148499	-2.533077	48.851209	1.130849	-7.333381	-0.380257
14.670	4.321740	-6.578422	666.087934	-2.510914	48.925807	1.128380	-7.345247	-0.376964
14.680	4.273763	-6.541863	666.031335	-2.496372	48.999331	1.127710	-7.356911	-0.374813
14.690	4.209161	-6.514371	665.954273	-2.488015	49.067058	1.128668	-7.367932	-0.373601
14.700	4.134851	-6.500574	665.845476	-2.482585	49.126618	1.130628	-7.378081	-0.372847
14.710	4.060552	-6.500792	665.711753	-2.476211	49.178669	1.132802	-7.387382	-0.371964
14.720	3.995306	-6.511317	665.576791	-2.465983	49.226370	1.134454	-7.396047	-0.370503
14.730	3.944946	-6.526150	665.474180	-2.451170	49.273957	1.135045	-7.404338	-0.368334
14.740	3.911124	-6.539592	665.436561	-2.433563	49.325064	1.134309	-7.412437	-0.365709
14.750	3.891626	-6.548619	665.484254	-2.416853	49.381425	1.132255	-7.420375	-0.363172
14.760	3.881434	-6.553826	665.616908	-2.405290	49.442264	1.129082	-7.428036	-0.361363
14.770	3.874179	-6.558314	665.811084	-2.402079	49.504429	1.125047	-7.435207	-0.360775
14.780	3.863788	-6.565295	666.025452	-2.408074	49.563180	1.120377	-7.441635	-0.361559
14.790	3.845950	-6.576060	666.212756	-2.421286	49.613517	1.115279	-7.447098	-0.363440
14.800	3.818900	-6.589610	666.334436	-2.437486	49.651811	1.110065	-7.451485	-0.365805
14.810	3.783145	-6.603764	666.372224	-2.451828	49.677203	1.105285	-7.454873	-0.367937
14.820	3.740340	-6.616614	666.332370	-2.460856	49.692096	1.101749	-7.457554	-0.369314
14.830	3.692129	-6.627403	666.241322	-2.463957	49.701368	1.100319	-7.459965	-0.369829
14.840	3.639952	-6.636674	666.135162	-2.463529	49.710555	1.101518	-7.462533	-0.369824
14.850	3.586092	-6.645932	666.047020	-2.463841	49.723783	1.105178	-7.465506	-0.369920
14.860	3.535078	-6.656916	665.996471	-2.469197	49.742275	1.110349	-7.468850	-0.370752
14.870	3.493942	-6.670629	665.983685	-2.482291	49.763971	1.115518	-7.472251	-0.372725
14.880	3.470494	-6.686461	665.990408	-2.503353	49.784341	1.119026	-7.475234	-0.375884
14.890	3.470277	-6.701936	665.988641	-2.530251	49.798075	1.119535	-7.477316	-0.379924
14.900	3.493920	-6.713294	665.954424	-2.559432	49.801021	1.116422	-7.478143	-0.384325
14.910	3.536360	-6.716825	665.880265	-2.587325	49.791702	1.110005	-7.477576	-0.388557
14.920	3.588220	-6.710546	665.779532	-2.611654	49.771966	1.101491	-7.475743	-0.392270
14.930	3.638532	-6.695551	665.681016	-2.632117	49.746623	1.092672	-7.473042	-0.395402
14.940	3.677637	-6.676278	665.618059	-2.650250	49.722172	1.085445	-7.470076	-0.398164
14.950	3.699410	-6.659216	665.618647	-2.668749	49.704884	1.081305	-7.467472	-0.400943
14.960	3.702437	-6.650522	665.699446	-2.690620	49.698826	1.080951	-7.465655	-0.404179
14.970	3.689861	-6.653805	665.862183	-2.718379	49.704527	1.084113	-7.464687	-0.408249
14.980	3.667825	-6.669157	666.090017	-2.753391	49.718754	1.089689	-7.464270	-0.413366
14.990	3.642839	-6.693553	666.344960	-2.795432	49.735412	1.096142	-7.463914	-0.419517
15.000	3.618929	-6.722011	666.571021	-2.842644	49.747197	1.101989	-7.463150	-0.426458
15.010	3.595790	-6.749034	666.707117	-2.892040	49.747598	1.106213	-7.461687	-0.433780
15.020	3.568914	-6.770203	666.708006	-2.940459	49.732841	1.108462	-7.459464	-0.441041
15.030	3.531892	-6.783747	666.564866	-2.985682	49.703276	1.109034	-7.456630	-0.447921
15.040	3.479960	-6.791534	666.314522	-3.027256	49.663633	1.108712	-7.453482	-0.454328
15.050	3.413118	-6.798873	666.030252	-3.066626	49.621729	1.108500	-7.450372	-0.460434
15.060	3.337177	-6.812930	665.796278	-3.106417	49.585819	1.109319	-7.447596	-0.466572
15.070	3.262048	-6.840123	665.677193	-3.149056	49.561480	1.111728	-7.445272	-0.473060
15.080	3.197875	-6.883396	665.696274	-3.195460	49.549329	1.115760	-7.443234	-0.480018
15.090	3.150889	-6.940575	665.830762	-3.244546	49.544560	1.120954	-7.441014	-0.487293
15.100	3.121112	-7.004690	666.022514	-3.293866	49.538441	1.126553	-7.437953	-0.494558
15.110	3.103127	-7.066253	666.196508	-3.340942	49.521010	1.131768	-7.433394	-0.501495
15.120	3.089370	-7.116425	666.280480	-3.384531	49.483882	1.135991	-7.426884	-0.507974
15.130	3.074093	-7.149680	666.223069	-3.425210	49.422298	1.138923	-7.418281	-0.514124
15.140	3.055911	-7.165013	666.009343	-3.465128	49.336101	1.140588	-7.407719	-0.520282
15.150	3.037769	-7.165555	665.670263	-3.507141	49.229579	1.141246	-7.395490	-0.526859
15.160	3.024796	-7.157070	665.280670	-3.553699	49.110218	1.141273	-7.381880	-0.534165
15.170	3.021705	-7.146026	664.942788	-3.605837	48.986501	1.141067	-7.367025	-0.542278
15.180	3.031397	-7.137851	664.758024	-3.662628	48.865289	1.141032	-7.350839	-0.550972
15.190	3.055247	-7.135780	664.795264	-3.721283	48.749674	1.141585	-7.333036	-0.559764
15.200	3.094358	-7.140526	665.066537	-3.777932	48.638172	1.143127	-7.313279	-0.568053
15.210	3.150533	-7.150794	665.519510	-3.828867	48.525559	1.145940	-7.291380	-0.575320
15.220	3.226067	-7.164311	666.050816	-3.871767	48.404946	1.150044	-7.267455	-0.581302
15.230	3.322354	-7.178843	666.536729	-3.906453	48.270269	1.155129	-7.241952	-0.586082
15.240	3.438201	-7.192864	666.871317	-3.934890	48.118318	1.160645	-7.215533	-0.590052
15.250	3.569140	-7.205812	666.999092	-3.960409	47.949688	1.166010	-7.188869	-0.593765
15.260	3.708386	-7.218050	666.930273	-3.986466	47.768409	1.170811	-7.162429	-0.597734
15.270	3.849075	-7.230592	666.733003	-4.015513	47.580491	1.174841	-7.136364	-0.602267
15.280	3.986707	-7.244694	666.506473	-4.048527	47.391974	1.177985	-7.110505	-0.607425
15.290	4.120614	-7.261270	666.346318	-4.085266	47.207183	1.180073	-7.084482	-0.613084
15.300	4.253654	-7.280147	666.314365	-4.124863	47.027743	1.180844	-7.057891	-0.619057
15.310	4.390047	-7.299470	666.420606	-4.166350	46.852647	1.180034	-7.030492	-0.625183
15.320	4.532214	-7.315776	666.621096	-4.208933	46.679368	1.177506	-7.002384	-0.631383
15.330	4.678213	-7.325063	666.832863	-4.252096	46.505629	1.173331	-6.974106	-0.637655
15.340	4.821268	-7.324464	666.963173	-4.295550	46.331074	1.167769	-6.946572	-0.644046
15.350	4.951804	-7.313660	666.944691	-4.339019	46.158102	1.161215	-6.920829	-0.650581
15.360	5.061041	-7.295100	666.763285	-4.381886	45.991512	1.154155	-6.897727	-0.657188
15.370	5.144316	-7.272784	666.466097	-4.422966	45.837138	1.147172	-6.877640	-0.663645
15.380	5.202624	-7.250443	666.145196	-4.460713	45.700098	1.140927	-6.860381	-0.669631
15.390	5.241790	-7.230476	665.903178	-4.493966	45.583339	1.136041	-6.845340	-0.674868
15.400	5.269781	-7.214417	665.815314	-4.522848	45.486895	1.132823	-6.831759	-0.679295
15.410	5.293376	-7.204245	665.904054	-4.549199	45.407865	1.130997	-6.818980	-0.683161
15.420	5.315611	-7.203114	666.135308	-4.576191	45.340998	1.129692	-6.806575	-0.686976
15.430	5.334980	-7.214611	666.435594	-4.607296	45.279843	1.127861	-6.794331	-0.691334
15.440	5.346564	-7.240953	666.720369	-4.645071	45.218380	1.124928	-6.782211	-0.696704
15.450	5.344461	-7.281289	666.921034	-4.690239	45.152695	1.121223	-6.770321	-0.703267
15.460	5.324465	-7.331133	667.001720	-4.741416	45.081974	1.117840	-6.758899	-0.710855
15.470	5.285973	-7.383300	666.963112	-4.795626	45.008287	1.115979	-6.748242	-0.719024
15.480	5.232450	-7.429954	666.835286	-4.849470	44.935175	1.116194	-6.738572	-0.727237
15.490	5.170465	-7.464926	666.663774	-4.900518	44.865670	1.118056	-6.729880	-0.735081
15.500	5.107859	-7.485462	666.493940	-4.948348	44.800683	1.120407	-6.721844	-0.742445
15.510	5.051935	-7.492802	666.358993	-4.994756	44.738500	1.122012	-6.713874	-0.749559
15.520	5.008271	-7.491499	666.275394	-5.042938	44.675629	1.122182	-6.705280	-0.756885
15.530	4.980195	-7.487829	666.245391	-5.095960	44.608559	1.121042	-6.695515	-0.764877
15.540	4.968481	-7.487910	666.262298	-5.155297	44.535545	1.119365	-6.684386	-0.773764
15.550	4.971000	-7.496071	666.314281	-5.220217	44.457450	1.118169	-6.672144	-0.783447
15.560	4.982632	-7.513840	666.386385	-5.288290	44.377241	1.118301	-6.659386	-0.793577
15.570	4.996045	-7.539780	666.463354	-5.356620	44.298475	1.120159	-6.646798	-0.803738
15.580	5.003575	-7.570297	666.534181	-5.423077	44.223655	1.123568	-6.634867	-0.813623
15.590	4.999600	-7.601212	666.596292	-5.486902	44.153360	1.127838	-6.623703	-0.823122
15.600	4.982249	-7.629347	666.656671	-5.548423	44.086513	1.131993	-6.613076	-0.832276
15.610	4.953494	-7.653300	666.729082	-5.608221	44.021501	1.135150	-6.602607	-0.841154
15.620	4.917725	-7.673084	666.828136	-5.666328	43.957321	1.136896	-6.592001	-0.849743
15.630	4.879816	-7.689093	666.961329	-5.722019	43.893994	1.137442	-6.581190	-0.857924
15.640	4.843730	-7.701300	667.120738	-5.774282	43.831937	1.137458	-6.570315	-0.865553
15.650	4.812016	-7.709308	667.277599	-5.822604	43.770714	1.137740	-6.559596	-0.872591
15.660	4.786038	-7.713085	667.384343	-5.867597	43.708113	1.138925	-6.549167	-0.879193
15.670	4.766696	-7.713798	667.387370	-5.911149	43.640409	1.141381	-6.538992	-0.885715
15.680	4.755260	-7.714126	667.248923	-5.955998	43.563984	1.145194	-6.528895	-0.892620
15.690	4.753730	-7.717833	666.969788	-6.004795	43.477519	1.150153	-6.518664	-0.900310
15.700	4.764259	-7.728725	666.600922	-6.058939	43.383489	1.155739	-6.508165	-0.908931
15.710	4.787945	-7.749494	666.235081	-6.117716	43.287914	1.161189	-6.497393	-0.918252
15.720	4.823856	-7.781044	665.978546	-6.178231	43.198225	1.165697	-6.486429	-0.927692
15.730	4.868931	-7.822523	665.913061	-6.236283	43.120177	1.168715	-6.475346	-0.936501
15.740	4.918626	-7.871688	666.063295	-6.287834	43.055269	1.170259	-6.464141	-0.944029
15.750	4.967757	-7.925227	666.382870	-6.330407	42.999839	1.171072	-6.452723	-0.949965
15.760	5.011330	-7.979005	666.764584	-6.363870	42.946083	1.172486	-6.440966	-0.954440
15.770	5.045563	-8.028430	667.071882	-6.390386	42.884414	1.175981	-6.428755	-0.957976
15.780	5.069095	-8.068971	667.182027	-6.413674	42.806252	1.182574	-6.415978	-0.961308
15.790	5.083866	-8.096901	667.027753	-6.437957	42.706542	1.192354	-6.402514	-0.965171
15.800	5.094985	-8.110376	666.623763	-6.466881	42.585534	1.204384	-6.388241	-0.970095
15.810	5.109304	-8.110688	666.067703	-6.502591	42.449488	1.217043	-6.373149	-0.976266
15.820	5.133127	-8.102856	665.513055	-6.545050	42.310075	1.228662	-6.357512	-0.983459
15.830	5.169903	-8.094609	665.122359	-6.591750	42.182331	1.238153	-6.342041	-0.991058
15.840	5.218851	-8.093714	665.017577	-6.638071	42.081311	1.245290	-6.327849	-0.998180
15.850	5.275119	-8.104856	665.244835	-6.678375	42.017985	1.250519	-6.316169	-1.003897
15.860	5.331529	-8.127800	665.763533	-6.707606	41.995518	1.254425	-6.307873	-1.007506
15.870	5.381275	-8.157807	666.460136	-6.722863	42.007258	1.257231	-6.303041	-1.008742
15.880	5.420503	-8.187940	667.179977	-6.724312	42.037475	1.258638	-6.300770	-1.007871
15.890	5.449755	-8.212070	667.767339	-6.715057	42.064935	1.258090	-6.299340	-1.005598
15.900	5.473795	-8.227275	668.103551	-6.700023	42.068374	1.255268	-6.296685	-1.002842
15.910	5.499971	-8.234670	668.134135	-6.684343	42.032286	1.250500	-6.290995	-1.000449
15.920	5.535759	-8.238341	667.878864	-6.671919	41.951303	1.244841	-6.281274	-0.998971
15.930	5.586351	-8.242943	667.422740	-6.664667	41.831824	1.239754	-6.267665	-0.998568
15.940	5.652983	-8.251354	666.890817	-6.662609	41.690372	1.236563	-6.251454	-0.999055
15.950	5.732305	-8.263742	666.414115	-6.664558	41.549091	1.235938	-6.234726	-1.000063
15.960	5.816808	-8.278260	666.095991	-6.668840	41.429738	1.237654	-6.219785	-1.001183
15.970	5.896303	-8.292360	665.987598	-6.673615	41.347995	1.240708	-6.208523	-1.002063
15.980	5.960281	-8.303581	666.078413	-6.676806	41.309900	1.243725	-6.201957	-1.002405
15.990	6.000567	-8.309669	666.304142	-6.676050	41.311369	1.245482	-6.200077	-1.001952
16.000	6.013280	-8.308636	666.569655	-6.669110	41.340687	1.245323	-6.202006	-1.000512
16.010	5.999328	-8.299135	666.779790	-6.654700	41.382836	1.243299	-6.206372	-0.998036
16.020	5.963419	-8.280891	666.867865	-6.633252	41.424205	1.239957	-6.211756	-0.994688
16.030	5.912273	-8.254802	666.812634	-6.607006	41.456292	1.235965	-6.217083	-0.990834
16.040	5.852855	-8.222670	666.638948	-6.579241	41.477432	1.231783	-6.221874	-0.986927
16.050	5.791112	-8.186718	666.403563	-6.552959	41.492202	1.227551	-6.226288	-0.983332
16.060	5.731217	-8.149099	666.172950	-6.529663	41.508896	1.223177	-6.230949	-0.980175
16.070	5.675162	-8.111694	666.002345	-6.508761	41.536156	1.218527	-6.236638	-0.977288
16.080	5.622574	-8.076276	665.923579	-6.487827	41.580042	1.213589	-6.243966	-0.974260
16.090	5.570850	-8.044760	665.943920	-6.463529	41.642504	1.208515	-6.253155	-0.970582
16.100	5.515777	-8.019009	666.052346	-6.432771	41.721508	1.203519	-6.263998	-0.965806
16.110	5.452731	-7.999976	666.227474	-6.393594	41.812328	1.198733	-6.275984	-0.959671
16.120	5.378243	-7.986642	666.443374	-6.345656	41.909182	1.194130	-6.288484	-0.952167
16.130	5.291514	-7.975703	666.672308	-6.290319	42.006545	1.189550	-6.300928	-0.943540
16.140	5.195372	-7.962612	666.885088	-6.230435	42.099823	1.184770	-6.312905	-0.934259
16.150	5.096269	-7.943510	667.051008	-6.169838	42.185473	1.179568	-6.324175	-0.924942
16.160	5.003209	-7.916809	667.140353	-6.112525	42.260823	1.173749	-6.334622	-0.916228
16.170	4.925864	-7.883517	667.131092	-6.061624	42.323843	1.167173	-6.344157	-0.908611
16.180	4.872445	-7.846381	667.017221	-6.018444	42.373099	1.159789	-6.352624	-0.902292
16.190	4.847918	-7.808517	666.813364	-5.982085	42.407990	1.151692	-6.359799	-0.897115
16.200	4.852861	-7.772235	666.552089	-5.949859	42.429228	1.143181	-6.365478	-0.892632
16.210	4.883139	-7.738419	666.275285	-5.918294	42.439280	1.134800	-6.369631	-0.888266
16.220	4.930604	-7.706574	666.023847	-5.884236	42.442431	1.127325	-6.372509	-0.883487
16.230	4.984887	-7.675367	665.829352	-5.845600	42.444297	1.121640	-6.374651	-0.877943
16.240	5.035902	-7.643411	665.709853	-5.801637	42.450934	1.118502	-6.376792	-0.871496
16.250	5.076091	-7.610033	665.670950	-5.752765	42.467845	1.118287	-6.379705	-0.864205
16.260	5.101352	-7.575800	665.711428	-5.700170	42.499117	1.120819	-6.384015	-0.856252
16.270	5.110322	-7.542491	665.829435	-5.645377	42.546850	1.125362	-6.390052	-0.847871
16.280	5.102867	-7.512470	666.023433	-5.589907	42.610944	1.130776	-6.397815	-0.839296
16.290	5.078987	-7.487749	666.285112	-5.535011	42.689283	1.135819	-6.407059	-0.830727
16.300	5.038655	-7.469341	666.588361	-5.481463	42.778263	1.139527	-6.417493	-0.822316
16.310	4.982268	-7.457285	666.883801	-5.429500	42.873605	1.141554	-6.428947	-0.814160
16.320	4.911313	-7.451206	667.106757	-5.378986	42.971366	1.142285	-6.441453	-0.806316
16.330	4.829097	-7.450802	667.198094	-5.329705	43.068940	1.142657	-6.455195	-0.798819
16.340	4.741157	-7.455634	667.128452	-5.281501	43.165669	1.143715	-6.470369	-0.791677
16.350	4.654722	-7.464195	666.913654	-5.234142	43.262706	1.146159	-6.487003	-0.784831
16.360	4.576972	-7.473012	666.613280	-5.187071	43.362022	1.150070	-6.504824	-0.778123
16.370	4.512797	-7.476647	666.312124	-5.139407	43.465044	1.154908	-6.523226	-0.771321
16.380	4.463352	-7.468916	666.091764	-5.090334	43.571600	1.159668	-6.541381	-0.764209
16.390	4.426303	-7.444870	666.003465	-5.039656	43.679690	1.163115	-6.558478	-0.756701
16.400	4.397622	-7.402774	666.052306	-4.988043	43.786044	1.164064	-6.573965	-0.748897
16.410	4.373751	-7.345301	666.197152	-4.936770	43.887124	1.161748	-6.587708	-0.741037
16.420	4.352862	-7.279467	666.365210	-4.887193	43.980069	1.156194	-6.599995	-0.733411
16.430	4.334673	-7.215146	666.476016	-4.840412	44.063258	1.148442	-6.611379	-0.726270
16.440	4.319298	-7.162503	666.467848	-4.797249	44.136413	1.140409	-6.622437	-0.719802
16.450	4.306140	-7.129185	666.319227	-4.758334	44.200440	1.134352	-6.633523	-0.714122
16.460	4.293584	-7.118360	666.058845	-4.724074	44.257289	1.132075	-6.644651	-0.709258
16.470	4.279565	-7.128383	665.759364	-4.694479	44.309932	1.134266	-6.655548	-0.705132
16.480	4.262580	-7.154035	665.515431	-4.669007	44.362321	1.140294	-6.665859	-0.701563
16.490	4.242504	-7.188493	665.412879	-4.646529	44.419026	1.148564	-6.675408	-0.698293
16.500	4.220781	-7.225024	665.500731	-4.625407	44.484341	1.157223	-6.684341	-0.695027
16.510	4.199818	-7.257855	665.776348	-4.603592	44.560963	1.164867	-6.693083	-0.691462
16.520	4.181780	-7.282319	666.187595	-4.578740	44.648791	1.170969	-6.702135	-0.687305
16.530	4.167333	-7.294816	666.648776	-4.548495	44.744558	1.175909	-6.711864	-0.682293
16.540	4.155012	-7.293146	667.063523	-4.511029	44.842665	1.180628	-6.722398	-0.676252
16.550	4.141674	-7.277349	667.348206	-4.465749	44.936994	1.186057	-6.733665	-0.669178
16.560	4.123804	-7.250352	667.451264	-4.413844	45.022981	1.192607	-6.745508	-0.661298
16.570	4.098995	-7.217460	667.364597	-4.358314	45.099171	1.199959	-6.757801	-0.653063
16.580	4.066951	-7.184389	667.123540	-4.303298	45.167701	1.207226	-6.770515	-0.645053
16.590	4.029720	-7.154823	666.794688	-4.252829	45.233569	1.213356	-6.783733	-0.637802
16.600	3.991107	-7.128981	666.455549	-4.209464	45.302930	1.217535	-6.797592	-0.631620
16.610	3.955371	-7.104142	666.173335	-4.173340	45.381045	1.219418	-6.812198	-0.626465
16.620	3.925502	-7.076716	665.989792	-4.142097	45.470653	1.219121	-6.827530	-0.621946
16.630	3.901706	-7.044512	665.915632	-4.111756	45.571312	1.217022	-6.843406	-0.617459
16.640	3.880780	-7.007931	665.934288	-4.078223	45.679758	1.213512	-6.859499	-0.612406
16.650	3.856806	-6.969743	666.012053	-4.038814	45.790973	1.208889	-6.875397	-0.606418
16.660	3.822903	-6.933939	666.110543	-3.993146	45.899586	1.203419	-6.890686	-0.599472
16.670	3.773354	-6.904392	666.197499	-3.943110	46.001257	1.197488	-6.905048	-0.591883
16.680	3.705460	-6.883637	666.252970	-3.891998	46.093671	1.191670	-6.918344	-0.584162
16.690	3.620727	-6.871783	666.269949	-3.843180	46.176762	1.186609	-6.930639	-0.576820
16.700	3.524990	-6.865810	666.251157	-3.798908	46.251987	1.182715	-6.942125	-0.570192
16.710	3.427110	-6.859940	666.205409	-3.759751	46.320885	1.179817	-6.952943	-0.564353
16.720	3.336554	-6.847526	666.146026	-3.724850	46.383631	1.177046	-6.962982	-0.559164
16.730	3.260845	-6.823964	666.090528	-3.692683	46.438338	1.173116	-6.971776	-0.554382
16.740	3.204015	-6.789244	666.058758	-3.661854	46.481516	1.166927	-6.978591	-0.549779
16.750	3.166642	-6.748738	666.068053	-3.631545	46.509542	1.158213	-6.982701	-0.545221
16.760	3.147249	-6.711583	666.127569	-3.601577	46.520443	1.147891	-6.983714	-0.540674
16.770	3.144116	-6.687278	666.235181	-3.572219	46.515044	1.137954	-6.981775	-0.536180
16.780	3.156303	-6.682010	666.378459	-3.543938	46.496863	1.130881	-6.977546	-0.531821
16.790	3.183223	-6.696391	666.538204	-3.517162	46.470844	1.128789	-6.971970	-0.527676
16.800	3.223263	-6.725484	666.692001	-3.492081	46.441746	1.132600	-6.965997	-0.523792
16.810	3.272662	-6.760845	666.816806	-3.468500	46.413013	1.141550	-6.960384	-0.520158
16.820	3.325650	-6.793473	666.891482	-3.445842	46.386425	1.153241	-6.955618	-0.516702
16.830	3.375967	-6.816401	666.900379	-3.423414	46.362320	1.164311	-6.951911	-0.513332
